elapsed_s,fc_vx,fc_vy,filt_vx,filt_vy,dvx,dvy,overshoot_flag
0.154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.282,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.715,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.830,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.059,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.163,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.376,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.478,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
1.928,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.139,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.244,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.459,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.673,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
2.987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.203,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.303,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.405,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.614,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
3.925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.037,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.253,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.566,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.872,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
4.973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.077,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.385,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.601,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
5.904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.205,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.305,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.635,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.738,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.838,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
6.945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.251,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.352,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.464,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.565,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.770,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
7.984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.085,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.286,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.397,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.504,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.706,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
8.924,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.024,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.234,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.545,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.646,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
9.954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
10.913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.339,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.553,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.766,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.866,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
11.967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
12.075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
12.185,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
12.285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
12.396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
12.496,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
