elapsed_s,amcl_x,amcl_y,amcl_yaw_deg,map_odom_x,map_odom_y,map_odom_yaw_deg,odom_base_x,odom_base_y,odom_base_yaw_deg,filt_vx,filt_vy,scan_hz,amcl_active
46.53,-0.4727,0.6629,-29.08,-0.4291,0.8020,69.53,-0.1456,-0.0030,-98.91,-0.0000,0.0000,0.0,0.000000
47.03,-0.4727,0.6629,-29.08,-0.4291,0.8020,69.53,-0.1456,-0.0030,-99.00,-0.0000,0.0000,9.9,0.000000
47.54,-0.4727,0.6629,-29.08,-0.4291,0.8020,69.53,-0.1430,-0.0030,-98.78,0.0000,0.0000,0.0,0.000000
48.05,-0.4727,0.6629,-29.08,-0.4291,0.8020,69.53,-0.1430,-0.0030,-98.99,0.0000,0.0000,0.0,0.000000
48.55,-0.4727,0.6629,-29.08,-0.4291,0.8020,69.53,-0.1481,-0.0030,-98.38,-0.0528,0.0000,9.9,0.000000
49.06,-0.5554,0.6000,-28.65,-0.4736,0.8112,70.05,-0.2416,0.0064,-99.20,-0.3101,0.0274,0.0,0.088086
49.57,-0.6713,0.4702,-28.21,-0.5313,0.8397,70.85,-0.4076,0.0115,-98.98,-0.2595,0.0071,0.0,0.128472
50.07,-0.7226,0.3962,-28.17,-0.5598,0.8393,71.43,-0.4870,0.0142,-100.36,-0.0781,0.0038,9.9,0.056798
50.57,-0.7287,0.3528,-28.60,-0.5610,0.8204,71.96,-0.5203,0.0154,-99.77,-0.0501,0.0010,0.0,0.037719
51.09,-0.7345,0.3312,-28.07,-0.5566,0.8215,71.75,-0.5381,0.0154,-100.48,-0.0201,0.0000,0.0,0.008622
51.59,-0.7537,0.3122,-28.27,-0.5793,0.8239,72.81,-0.5405,0.0154,-100.88,-0.0000,0.0000,9.9,0.045473
52.09,-0.7537,0.3122,-28.27,-0.5793,0.8239,72.81,-0.5405,0.0154,-100.70,0.0000,0.0000,0.0,0.000000
52.59,-0.7537,0.3122,-28.27,-0.5793,0.8239,72.81,-0.5405,0.0154,-100.45,0.0000,0.0000,0.0,0.000000
53.09,-0.7537,0.3122,-28.27,-0.5793,0.8239,72.81,-0.5404,0.0154,-100.22,0.0000,0.0000,10.0,0.000000
53.59,-0.7570,0.3477,-26.99,-0.5833,0.8596,72.89,-0.5374,0.0154,-99.68,0.0285,0.0000,0.0,0.071562
54.11,-0.7445,0.3832,-26.50,-0.5791,0.8695,73.01,-0.5003,0.0169,-99.22,0.1717,0.0098,0.0,0.020924
54.61,-0.6912,0.5455,-26.54,-0.5725,0.8932,72.38,-0.3602,0.0147,-99.28,0.3638,-0.0314,10.5,0.048685
55.11,-0.6201,0.6574,-24.51,-0.5630,0.8352,72.76,-0.1836,0.0019,-97.24,0.2525,-0.0007,0.0,0.116902
55.63,-0.6094,0.7284,-25.46,-0.5656,0.8548,71.99,-0.1212,0.0031,-97.15,0.0014,0.0000,0.0,0.038515
56.13,-0.6094,0.7284,-25.46,-0.5656,0.8548,71.99,-0.1310,0.0031,-97.27,-0.0300,0.0000,9.9,0.000000
56.65,-0.6094,0.7284,-25.46,-0.5656,0.8548,71.99,-0.1379,0.0032,-97.57,-0.0000,0.0000,0.0,0.000000
57.15,-0.6094,0.7284,-25.46,-0.5656,0.8548,71.99,-0.1379,0.0032,-97.53,-0.0000,0.0000,0.0,0.000000
57.65,-0.6094,0.7284,-25.46,-0.5656,0.8548,71.99,-0.1379,0.0032,-97.41,-0.0000,0.0000,9.9,0.000000
58.16,-0.6138,0.6950,-24.16,-0.5668,0.8248,72.07,-0.1379,0.0140,-96.13,0.0007,0.0916,0.0,0.058396
58.67,-0.6817,0.6759,-25.21,-0.5428,0.7735,71.94,-0.1354,0.1189,-97.87,0.0050,0.3190,0.0,0.113057
59.17,-0.8734,0.7521,-26.09,-0.5756,0.7974,72.29,-0.1341,0.2950,-98.24,0.0003,0.2985,9.9,0.081052
59.67,-0.9695,0.7864,-27.18,-0.5789,0.7982,71.83,-0.1334,0.3716,-98.57,0.0001,0.0312,0.0,0.006810
60.18,-0.9695,0.7864,-27.18,-0.5789,0.7982,71.83,-0.1333,0.3757,-98.15,0.0000,0.0000,0.0,0.000000
60.69,-0.9895,0.8200,-25.18,-0.5893,0.8343,72.61,-0.1333,0.3860,-97.65,0.0000,0.0300,10.5,0.074334
61.19,-1.0048,0.8479,-24.91,-0.5851,0.8556,72.53,-0.1333,0.4005,-97.32,0.0000,0.0200,0.0,0.043170
61.69,-1.0048,0.8479,-24.91,-0.5851,0.8556,72.53,-0.1333,0.4082,-97.22,0.0000,0.0000,0.0,0.000000
62.19,-1.0048,0.8479,-24.91,-0.5851,0.8556,72.53,-0.1333,0.4082,-96.99,0.0000,0.0000,10.0,0.000000
62.69,-1.0048,0.8479,-24.91,-0.5851,0.8556,72.53,-0.1333,0.4082,-97.13,0.0000,-0.0000,0.0,0.000000
63.20,-1.0048,0.8479,-24.91,-0.5851,0.8556,72.53,-0.1333,0.3781,-96.91,0.0000,-0.1575,0.0,0.000000
63.70,-0.8532,0.8175,-22.60,-0.5844,0.8822,74.86,-0.1333,0.2412,-97.47,0.0000,-0.3767,9.9,0.053209
64.21,-0.6537,0.7958,-24.44,-0.5451,0.9056,74.81,-0.1345,0.0712,-99.33,-0.0020,-0.1953,0.0,0.091318
64.73,-0.6462,0.7824,-23.64,-0.5644,0.9001,75.17,-0.1346,0.0416,-99.79,0.0000,0.0002,0.0,0.038566
65.23,-0.6277,0.7787,-24.63,-0.5534,0.8984,75.32,-0.1346,0.0424,-99.82,0.0000,0.0000,9.8,0.022100
65.75,-0.6277,0.7787,-24.63,-0.5534,0.8984,75.32,-0.1441,0.0424,-99.98,-0.0200,0.0003,0.0,0.000000
66.25,-0.6277,0.7787,-24.63,-0.5534,0.8984,75.32,-0.1498,0.0425,-100.30,-0.0000,0.0000,0.0,0.000000
66.75,-0.6277,0.7787,-24.63,-0.5534,0.8984,75.32,-0.1498,0.0425,-100.04,-0.0000,0.0000,9.9,0.000000
67.26,-0.6277,0.7787,-24.63,-0.5534,0.8984,75.32,-0.1498,0.0425,-99.46,-0.0000,0.0000,0.0,0.000000
67.77,-0.6277,0.7787,-24.63,-0.5534,0.8984,75.32,-0.1498,0.0425,-98.66,-0.0000,0.0000,0.0,0.000000
68.27,-0.6334,0.7567,-23.06,-0.5549,0.8912,75.56,-0.1498,0.0418,-99.15,-0.0000,-0.0198,9.9,0.014643
68.77,-0.6334,0.7567,-23.06,-0.5549,0.8912,75.56,-0.1498,0.0334,-98.61,0.0000,0.0001,0.0,0.000000
69.29,-0.6334,0.7567,-23.06,-0.5549,0.8912,75.56,-0.1476,0.0320,-98.22,0.0302,-0.0200,0.0,0.000000
69.79,-0.6026,0.7739,-21.75,-0.5385,0.9031,75.45,-0.1324,0.0296,-96.06,0.0301,0.0000,10.5,0.040337
70.29,-0.6044,0.7777,-21.22,-0.5412,0.8976,74.83,-0.1192,0.0297,-97.22,0.0309,0.0000,0.0,0.012194
70.79,-0.5897,0.7870,-22.46,-0.5297,0.8940,74.77,-0.0995,0.0279,-96.69,0.0300,0.0000,0.0,0.023893
71.29,-0.6028,0.8139,-23.83,-0.5517,0.8907,74.02,-0.0845,0.0279,-98.02,0.0300,0.0005,10.0,0.044383
71.81,-0.6028,0.8139,-23.83,-0.5517,0.8907,74.02,-0.0717,0.0279,-97.81,0.0299,0.0004,0.0,0.000000
72.31,-0.6091,0.8209,-24.61,-0.5630,0.8773,73.32,-0.0574,0.0280,-98.25,0.0213,0.0004,0.0,0.035013
72.81,-0.6210,0.8379,-25.14,-0.5806,0.8746,73.06,-0.0430,0.0270,-98.20,0.0314,-0.0008,9.9,0.035300
73.33,-0.6210,0.8379,-25.14,-0.5806,0.8746,73.06,-0.0257,0.0239,-98.21,0.0305,-0.0196,0.0,0.000000
73.83,-0.5983,0.8583,-25.29,-0.5693,0.8741,72.93,-0.0066,0.0202,-98.23,0.0401,-0.0000,0.0,0.022636
74.33,-0.5949,0.8862,-24.75,-0.5765,0.8812,73.49,0.0165,0.0190,-98.24,0.0503,-0.0000,9.9,0.020302
74.83,-0.6137,0.9046,-25.42,-0.6025,0.8763,72.82,0.0417,0.0190,-98.27,0.0508,-0.0000,0.0,0.052931
75.33,-0.5924,0.9231,-25.34,-0.5872,0.8752,72.94,0.0669,0.0190,-98.29,0.0513,-0.0000,0.0,0.030763
75.85,-0.5785,0.9633,-26.74,-0.5887,0.8724,71.57,0.0921,0.0190,-98.30,0.0501,-0.0000,9.9,0.006187
76.35,-0.5824,0.9810,-26.55,-0.5996,0.8679,71.77,0.1156,0.0190,-98.33,0.0401,-0.0000,0.0,0.023426
76.87,-0.5824,0.9810,-26.55,-0.5996,0.8679,71.77,0.1320,0.0190,-98.34,0.0300,-0.0000,0.0,0.000000
77.37,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1426,0.0190,-98.35,0.0200,-0.0000,9.9,0.006139
77.87,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1432,0.0190,-98.37,0.0000,-0.0000,0.0,0.000000
78.37,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.38,0.0000,-0.0000,0.0,0.000000
78.87,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.40,0.0000,-0.0000,10.7,0.000000
79.37,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.42,0.0000,-0.0000,0.0,0.000000
79.87,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.44,0.0000,-0.0000,0.0,0.000000
80.37,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.46,0.0000,-0.0000,10.0,0.000000
80.89,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.47,0.0002,-0.0000,0.0,0.000000
81.39,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.50,0.0000,-0.0000,0.0,0.000000
81.89,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.51,0.0000,0.0000,9.9,0.000000
82.39,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.53,0.0000,0.0000,0.0,0.000000
82.91,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.54,0.0000,0.0000,0.0,0.000000
83.41,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.55,0.0000,0.0000,9.9,0.000000
83.91,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.56,0.0000,0.0000,0.0,0.000000
84.41,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.60,0.0000,0.0000,0.0,0.000000
84.92,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.60,0.0000,0.0000,9.9,0.000000
85.43,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.62,0.0000,0.0000,0.0,0.000000
85.93,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.64,0.0000,0.0000,0.0,0.000000
86.43,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.66,0.0000,0.0000,10.0,0.000000
86.93,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.67,0.0000,0.0000,0.0,0.000000
87.45,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.68,0.0000,0.0000,0.0,0.000000
87.95,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.71,0.0000,0.0000,9.8,0.000000
88.46,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.73,0.0000,0.0000,0.0,0.000000
88.96,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.74,0.0000,0.0000,0.0,0.000000
89.47,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.74,0.0000,0.0000,10.6,0.000000
89.97,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.75,0.0000,0.0000,0.0,0.000000
90.47,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.76,0.0000,0.0000,0.0,0.000000
90.97,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.78,0.0000,0.0000,10.0,0.000000
91.47,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.78,0.0000,0.0000,0.0,0.000000
91.99,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.80,0.0000,0.0000,0.0,0.000000
92.49,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.81,0.0000,0.0000,9.9,0.000000
92.99,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.82,0.0000,0.0000,0.0,0.000000
93.49,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.84,-0.0000,0.0000,0.0,0.000000
94.01,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.85,-0.0000,0.0000,9.9,0.000000
94.51,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.88,-0.0000,0.0000,0.0,0.000000
95.02,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.90,-0.0000,0.0000,0.0,0.000000
95.53,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.92,-0.0000,0.0000,9.9,0.000000
96.03,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.94,-0.0000,0.0000,0.0,0.000000
96.53,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.96,-0.0000,0.0000,0.0,0.000000
97.04,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-98.98,-0.0000,0.0000,10.6,0.000000
97.54,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-99.00,-0.0000,0.0000,0.0,0.000000
98.05,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-99.01,-0.0000,0.0000,0.0,0.000000
98.55,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-99.03,-0.0000,0.0000,10.0,0.000000
99.05,-0.5711,1.0017,-27.12,-0.5965,0.8679,71.23,0.1433,0.0190,-99.05,-0.0000,0.0000,0.0,0.000000
