elapsed_s,fc_vx,fc_vy,odom_vx,odom_vy,filt_vx,filt_vy,filt_px,filt_py,odom_base_x,odom_base_y,odom_base_yaw,map_odom_x,map_odom_y,map_odom_yaw,amcl_x,amcl_y,amcl_yaw,amcl_delta,pos_gap_x,pos_gap_y,odom_drift_speed
0.21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
0.41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
0.62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
0.83,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.24,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.65,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.88,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.33,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.53,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.74,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.95,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.45,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.46,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.46,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.48,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.49,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.97,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.49,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.50,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.49,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.58,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.50,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.78,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.50,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.99,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.51,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.52,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.51,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.59,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.51,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.80,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.51,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
6.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.52,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
6.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.52,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
6.40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
6.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
6.80,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
7.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
7.21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
7.41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
7.61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.52,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
7.81,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.52,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
8.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.52,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
8.23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
8.43,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
8.63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.53,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
8.83,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
9.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
9.23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
9.44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
9.64,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
9.84,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
10.04,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.56,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
10.25,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.54,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
10.45,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.55,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
10.65,-0.0200,0.0000,-0.0200,0.0000,-0.0100,0.0000,-0.0002,0.0000,0.0000,0.0000,-0.50,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,-0.0002,0.0000,0.0100
10.85,0.0100,-0.0100,0.0000,0.0000,-0.0001,0.0000,-0.0014,0.0000,-0.0014,0.0000,-0.32,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,-0.0014,0.0000,0.0001
11.06,0.0100,0.0000,0.0000,0.0000,0.0011,0.0000,-0.0001,0.0000,-0.0002,0.0000,-0.08,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,-0.0001,0.0000,0.0011
11.26,-0.0200,-0.0100,-0.0200,0.0000,0.0000,0.0000,-0.0001,0.0000,-0.0001,0.0000,-0.99,0.0000,-0.0000,0.16,0.0000,0.0000,0.00,0.000000,-0.0001,0.0000,0.0000
11.46,-0.0500,-0.0100,-0.0500,0.0000,-0.0483,0.0000,-0.0057,-0.0000,-0.0057,-0.0000,-1.13,-0.0002,-0.0005,0.16,-0.0006,-0.0005,-0.89,0.002864,-0.0051,0.0005,0.0000
11.66,-0.0700,0.0000,-0.0700,0.0000,-0.0697,0.0000,-0.0172,-0.0000,-0.0172,-0.0000,0.07,-0.0022,-0.0003,0.17,-0.0153,-0.0003,-0.04,0.010019,-0.0019,0.0003,0.0000
11.87,-0.0700,0.0000,-0.0700,0.0000,-0.0697,0.0000,-0.0304,-0.0000,-0.0304,-0.0000,-0.03,-0.0028,-0.0002,0.15,-0.0284,-0.0002,0.10,0.002918,-0.0021,0.0002,0.0000
12.07,-0.0800,0.0000,-0.0800,0.0000,-0.0800,0.0000,-0.0467,-0.0000,-0.0455,-0.0000,-0.24,-0.0028,-0.0001,0.16,-0.0425,-0.0003,0.02,0.000262,-0.0042,0.0002,0.0000
12.27,-0.1000,0.0300,-0.1000,0.0000,-0.0950,0.0000,-0.0641,-0.0000,-0.0625,-0.0000,-0.18,-0.0039,-0.0029,-0.10,-0.0597,-0.0029,-0.22,0.014663,-0.0044,0.0028,0.0000
12.47,-0.1300,0.0300,-0.1300,0.0000,-0.1268,0.0000,-0.0824,-0.0000,-0.0824,-0.0000,0.45,-0.0011,-0.0051,-0.14,-0.0758,-0.0050,0.11,0.017793,-0.0065,0.0050,0.0000
12.68,-0.1200,0.0200,-0.1200,0.0000,-0.1300,0.0000,-0.1108,0.0000,-0.1108,0.0000,0.37,-0.0009,-0.0079,-0.27,-0.1005,-0.0074,0.41,0.013450,-0.0104,0.0074,0.0000
12.88,-0.1000,0.0000,-0.1000,0.0000,-0.1101,0.0000,-0.1301,0.0001,-0.1301,0.0001,0.02,-0.0015,-0.0098,-0.22,-0.1246,-0.0093,-0.39,0.010022,-0.0055,0.0094,0.0000
13.09,-0.0700,0.0000,-0.0700,0.0000,-0.0806,0.0000,-0.1501,0.0001,-0.1501,0.0001,-0.09,0.0028,-0.0107,0.07,-0.1396,-0.0107,0.74,0.021541,-0.0105,0.0108,0.0000
13.29,-0.0400,0.0000,-0.0400,0.0000,-0.0407,0.0000,-0.1607,0.0001,-0.1607,0.0001,-1.51,-0.0001,-0.0075,0.03,-0.1571,-0.0074,-1.08,0.021360,-0.0036,0.0075,0.0000
13.49,-0.0300,0.0100,-0.0300,0.0000,-0.0313,0.0000,-0.1684,0.0001,-0.1680,0.0001,-0.92,-0.0043,-0.0076,-0.13,-0.1688,-0.0071,-1.24,0.020770,0.0004,0.0072,0.0000
13.70,-0.0300,0.0100,-0.0300,0.0000,-0.0275,0.0000,-0.1736,0.0001,-0.1736,0.0001,-1.30,-0.0083,-0.0078,0.02,-0.1790,-0.0077,-0.86,0.019300,0.0055,0.0078,0.0275
13.90,-0.0300,0.0000,-0.0300,0.0000,-0.0300,0.0000,-0.1797,0.0001,-0.1797,0.0001,-1.81,-0.0103,-0.0102,0.04,-0.1866,-0.0101,-1.45,0.015698,0.0069,0.0103,0.0300
14.10,-0.0300,0.0000,-0.0300,0.0000,-0.0300,0.0000,-0.1851,0.0001,-0.1851,0.0001,-2.06,-0.0071,-0.0108,-0.14,-0.1891,-0.0102,-1.99,0.016406,0.0040,0.0103,0.0300
14.30,-0.0300,-0.0200,-0.0300,-0.0200,-0.0300,0.0000,-0.1907,0.0002,-0.1907,0.0002,-1.90,-0.0109,-0.0144,-0.26,-0.1983,-0.0134,-2.10,0.026147,0.0076,0.0136,0.0300
