elapsed_s,fc_raw_vx,fc_raw_vy,odom_vx,odom_vy,filt_vx,filt_vy,filt_px,filt_py,tf_px,tf_py,amcl_x,amcl_y,amcl_yaw,coupling_ratio
10.56,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
11.07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
11.57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
12.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
12.58,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
13.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
13.58,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
14.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,0.0000,0.0000,0.00,0.000000
14.59,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
15.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
15.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
16.10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
16.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
17.11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
17.61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
18.12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
18.62,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0004,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
19.12,0.0000,0.0000,0.0000,0.0000,0.0001,0.0001,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
19.62,0.0000,0.0000,0.0000,0.0000,0.0002,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
20.12,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
20.63,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.1820,-0.2157,0.1820,-0.2157,-0.0251,-0.0192,-31.49,0.000000
21.13,0.0200,-0.0100,0.0200,0.0000,0.0182,0.0006,0.1823,-0.2157,0.1823,-0.2157,-0.0118,0.0109,-33.27,0.000000
21.64,0.0400,-0.0300,0.0400,-0.0300,0.0314,-0.0136,0.1970,-0.2184,0.1970,-0.2184,0.0049,-0.0086,-31.58,0.000000
22.14,0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.2030,-0.2245,0.2030,-0.2245,0.0048,0.0007,-30.99,0.000000
22.64,0.0200,0.0000,0.0200,0.0000,0.0180,-0.0001,0.2032,-0.2246,0.2032,-0.2246,0.0048,0.0007,-30.99,0.000000
23.14,-0.0300,0.0000,-0.0300,0.0000,-0.0244,0.0040,0.1999,-0.2242,0.2004,-0.2243,0.0048,0.0007,-30.99,0.000000
23.64,-0.0300,-0.0100,-0.0300,0.0000,-0.0220,0.0002,0.1935,-0.2240,0.1935,-0.2240,0.0048,0.0007,-30.99,0.000000
24.14,-0.0200,0.0000,-0.0200,0.0000,-0.0200,0.0000,0.1818,-0.2240,0.1818,-0.2240,0.0048,0.0007,-30.99,0.000000
24.64,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1798,-0.2240,0.1798,-0.2240,0.0048,0.0007,-30.99,0.000000
25.15,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1798,-0.2240,0.1798,-0.2240,0.0048,0.0007,-30.99,0.000000
25.65,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1797,-0.2240,0.1797,-0.2240,0.0048,0.0007,-30.99,0.000000
26.16,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1797,-0.2240,0.1797,-0.2240,0.0048,0.0007,-30.99,0.000000
26.66,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1797,-0.2240,0.1797,-0.2240,0.0048,0.0007,-30.99,0.000000
27.16,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1797,-0.2240,0.1797,-0.2240,0.0048,0.0007,-30.99,0.000000
27.66,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1797,-0.2240,0.1797,-0.2240,0.0048,0.0007,-30.99,0.000000
28.16,-0.0700,0.0000,-0.0700,0.0000,-0.0682,-0.0086,0.1706,-0.2245,0.1706,-0.2245,-0.0311,0.0683,-32.70,0.000000
28.67,-0.2200,0.0000,-0.2000,0.0000,-0.2033,0.0325,0.1049,-0.2236,0.1049,-0.2236,-0.1197,0.0960,-31.57,0.000000
29.17,-0.1800,0.0400,-0.1700,0.0400,-0.1755,0.0025,0.0099,-0.2227,0.0099,-0.2227,-0.1731,0.2823,-37.82,0.222222
29.68,-0.2000,0.0700,-0.2000,0.0700,-0.1890,0.0215,-0.0839,-0.2158,-0.0839,-0.2158,-0.2400,0.3009,-36.47,0.350000
30.18,-0.1500,0.0100,-0.1500,0.0000,-0.1498,0.0424,-0.1720,-0.1908,-0.1702,-0.1913,-0.2965,0.3420,-31.81,0.066667
30.68,-0.0200,0.0200,-0.0200,0.0200,-0.0247,-0.0113,-0.2185,-0.1838,-0.2185,-0.1838,-0.2969,0.3532,-31.28,0.000000
31.18,-0.0300,0.0000,-0.0300,0.0000,-0.0259,0.0032,-0.2271,-0.1795,-0.2263,-0.1796,-0.3246,0.3747,-31.63,0.000000
31.68,0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,-0.2367,-0.1793,-0.2367,-0.1793,-0.3246,0.3747,-31.63,0.000000
32.18,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2367,-0.1793,-0.2367,-0.1793,-0.3374,0.3929,-30.03,0.000000
32.68,0.0200,0.0000,0.0200,0.0000,0.0180,-0.0000,-0.2363,-0.1793,-0.2363,-0.1793,-0.3374,0.3929,-30.03,0.000000
33.18,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2339,-0.1793,-0.2339,-0.1793,-0.3374,0.3929,-30.03,0.000000
33.69,0.0100,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2339,-0.1793,-0.2339,-0.1793,-0.3374,0.3929,-30.03,0.000000
34.19,0.0100,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
34.70,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
35.20,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
35.70,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
36.20,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
36.70,0.0000,0.0000,0.0000,0.0000,0.0001,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
37.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
37.70,0.0000,0.0000,0.0000,0.0000,0.0001,0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
38.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
38.72,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
39.22,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
39.72,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
40.22,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.2287,-0.1793,-0.2287,-0.1793,-0.3374,0.3929,-30.03,0.000000
40.72,0.0000,-0.0100,0.0000,0.0000,0.0004,-0.0000,-0.2286,-0.1793,-0.2286,-0.1793,-0.3374,0.3929,-30.03,0.000000
41.23,0.0100,-0.0100,0.0000,0.0000,0.0002,0.0000,-0.2286,-0.1793,-0.2286,-0.1793,-0.3374,0.3929,-30.03,0.000000
41.74,0.1300,-0.0300,0.1300,-0.0300,0.1246,-0.0075,-0.2043,-0.1795,-0.2043,-0.1795,-0.3420,0.3852,-30.26,0.230769
42.24,0.3000,0.0100,0.3000,0.0000,0.2956,-0.0531,-0.0759,-0.1917,-0.0828,-0.1904,-0.2945,0.3068,-29.18,0.033333
42.74,0.2500,0.0500,0.2500,0.0500,0.2553,0.0005,0.0626,-0.2070,0.0626,-0.2070,-0.2226,0.1235,-27.09,0.200000
43.24,0.0600,0.0400,0.0600,0.0400,0.0592,0.0060,0.1481,-0.1955,0.1481,-0.1955,-0.1874,0.0965,-26.65,0.666667
43.74,0.0100,0.0000,0.0000,0.0000,0.0000,-0.0002,0.1523,-0.1883,0.1523,-0.1883,-0.1635,0.0890,-25.01,0.000000
44.25,0.0000,0.0000,0.0000,0.0000,-0.0003,0.0000,0.1561,-0.1882,0.1561,-0.1882,-0.1635,0.0890,-25.01,0.000000
44.76,-0.0100,0.0100,0.0000,0.0000,-0.0200,0.0200,0.1494,-0.1857,0.1494,-0.1857,-0.1635,0.0890,-25.01,0.000000
45.26,-0.0200,0.0100,-0.0200,0.0000,-0.0201,0.0000,0.1398,-0.1855,0.1398,-0.1855,-0.1635,0.0890,-25.01,0.000000
45.76,-0.0100,-0.0100,0.0000,0.0000,-0.0020,0.0000,0.1302,-0.1854,0.1302,-0.1854,-0.1535,0.0949,-23.89,0.000000
46.26,0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1302,-0.1865,0.1302,-0.1865,-0.1535,0.0949,-23.89,0.000000
46.76,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1302,-0.1865,0.1302,-0.1865,-0.1535,0.0949,-23.89,0.000000
47.26,-0.0100,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1301,-0.1865,0.1301,-0.1865,-0.1535,0.0949,-23.89,0.000000
47.76,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
48.26,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
48.77,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
49.28,0.0000,-0.0100,0.0000,0.0000,-0.0002,-0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
49.78,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
50.28,0.0100,0.0000,0.0000,0.0000,-0.0000,0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
50.78,0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
51.28,0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1301,-0.1866,0.1301,-0.1866,-0.1535,0.0949,-23.89,0.000000
51.78,0.0100,-0.0200,0.0000,-0.0200,0.0000,0.0000,0.1301,-0.1865,0.1301,-0.1865,-0.1535,0.0949,-23.89,0.000000
52.28,0.0100,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1301,-0.1891,0.1301,-0.1891,-0.1535,0.0949,-23.89,0.000000
52.78,0.0000,-0.0300,0.0000,-0.0300,0.0031,-0.0162,0.1301,-0.1907,0.1301,-0.1905,-0.1535,0.0949,-23.89,0.000000
53.29,0.0000,-0.2600,0.0000,-0.2500,0.0013,0.0346,0.1297,-0.1812,0.1297,-0.1812,-0.1535,0.0949,-23.89,0.000000
53.79,0.0300,-0.4100,0.0300,-0.4100,0.0261,-0.2084,0.1313,-0.2143,0.1313,-0.2143,-0.1513,0.0943,-26.19,0.073171
54.30,0.0100,-0.1300,0.0000,-0.1300,-0.0091,-0.3326,0.1484,-0.3894,0.1484,-0.3894,-0.2578,-0.0613,-25.32,0.076923
54.80,0.0500,0.0000,0.0500,0.0000,0.0356,-0.2085,0.1564,-0.5150,0.1556,-0.5100,-0.2941,-0.1424,-29.04,0.000000
55.30,0.0400,0.0800,0.0400,0.0800,0.0449,-0.0327,0.1734,-0.5783,0.1734,-0.5783,-0.3056,-0.2034,-28.71,0.500000
55.80,0.0200,0.0100,0.0200,0.0000,0.0201,0.0002,0.1958,-0.5718,0.1958,-0.5718,-0.3259,-0.2055,-27.61,0.000000
56.30,0.0300,0.0100,0.0300,0.0000,0.0253,-0.0001,0.2038,-0.5718,0.2030,-0.5718,-0.2763,-0.2318,-27.48,0.000000
56.80,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0002,0.2055,-0.5718,0.2055,-0.5718,-0.2763,-0.2318,-27.48,0.000000
57.30,0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.2055,-0.5718,0.2055,-0.5718,-0.2763,-0.2318,-27.48,0.000000
57.81,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.2055,-0.5719,0.2055,-0.5719,-0.2763,-0.2318,-27.48,0.000000
58.31,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.2055,-0.5719,0.2055,-0.5719,-0.2577,-0.2435,-26.49,0.000000
58.81,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.2055,-0.5719,0.2055,-0.5719,-0.2577,-0.2435,-26.49,0.000000
59.31,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.2055,-0.5718,0.2055,-0.5718,-0.2577,-0.2435,-26.49,0.000000
59.82,0.0000,-0.0100,0.0000,0.0000,0.0000,0.0000,0.2055,-0.5718,0.2055,-0.5718,-0.2577,-0.2435,-26.49,0.000000
60.32,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.2055,-0.5758,0.2055,-0.5758,-0.2577,-0.2435,-26.49,0.000000
60.82,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.2055,-0.5758,0.2055,-0.5758,-0.2577,-0.2435,-26.49,0.000000
61.32,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.2055,-0.5758,0.2055,-0.5758,-0.2577,-0.2435,-26.49,0.000000
61.82,0.0000,0.0100,0.0000,0.0000,0.0000,-0.0000,0.2055,-0.5759,0.2055,-0.5759,-0.2577,-0.2435,-26.49,0.000000
62.33,0.0000,0.1000,0.0000,0.0900,-0.0029,-0.0218,0.2054,-0.5763,0.2054,-0.5763,-0.2577,-0.2435,-26.49,0.000000
62.83,-0.0600,0.3900,-0.0500,0.3800,-0.0511,0.0314,0.1975,-0.5877,0.1975,-0.5877,-0.2577,-0.2435,-26.49,6.500000
63.33,0.0000,0.3100,0.0000,0.3100,-0.0258,0.3487,0.1768,-0.4860,0.1768,-0.4860,-0.1835,-0.1883,-25.72,0.000000
63.84,0.0900,-0.0900,0.0900,-0.0900,0.0625,0.3162,0.1873,-0.3042,0.1873,-0.3042,-0.0085,-0.0792,-28.79,1.000000
64.34,0.1000,-0.1200,0.1000,-0.1200,0.1080,-0.0332,0.2433,-0.2419,0.2433,-0.2419,0.0873,-0.0522,-25.76,1.200000
64.84,0.0500,-0.0700,0.0500,-0.0700,0.0664,-0.0840,0.2839,-0.2789,0.2828,-0.2776,0.0898,-0.0839,-25.62,0.714286
65.34,0.0100,-0.0400,0.0000,-0.0400,0.0290,-0.0597,0.3035,-0.3152,0.3031,-0.3144,0.0639,-0.1001,-25.68,0.000000
65.84,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0002,0.3095,-0.3330,0.3095,-0.3330,0.0500,-0.1208,-25.18,0.000000
66.35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0002,0.3095,-0.3330,0.3095,-0.3330,0.0500,-0.1208,-25.18,0.000000
66.85,0.0000,0.0100,0.0000,0.0200,0.0000,-0.0000,0.3095,-0.3330,0.3095,-0.3330,0.0500,-0.1208,-25.18,0.000000
67.35,0.0000,0.0200,0.0000,0.0200,0.0000,0.0200,0.3095,-0.3247,0.3095,-0.3247,0.0500,-0.1208,-25.18,0.000000
67.86,0.0000,0.0200,0.0000,0.0200,0.0000,0.0200,0.3088,-0.3139,0.3088,-0.3144,0.0500,-0.1208,-25.18,0.000000
68.36,-0.0200,0.0200,-0.0200,0.0200,-0.0042,0.0263,0.3084,-0.3025,0.3084,-0.3025,0.0786,-0.1123,-25.40,0.000000
68.86,0.0000,0.0200,0.0000,0.0200,0.0002,0.0200,0.3072,-0.2925,0.3072,-0.2925,0.0786,-0.1123,-25.40,0.000000
69.36,0.0000,0.0200,0.0000,0.0200,0.0000,0.0200,0.3072,-0.2825,0.3072,-0.2825,0.0913,-0.1054,-26.11,0.000000
69.87,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3072,-0.2821,0.3072,-0.2821,0.0913,-0.1054,-26.11,0.000000
70.37,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,0.3072,-0.2821,0.3072,-0.2821,0.0913,-0.1054,-26.11,0.000000
70.87,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3072,-0.2821,0.3072,-0.2821,0.0978,-0.0992,-26.89,0.000000
71.38,0.0200,0.0300,0.0000,0.0300,0.0047,0.0150,0.3073,-0.2797,0.3072,-0.2800,0.0978,-0.0992,-26.89,0.000000
71.88,-0.0200,0.0300,0.0000,0.0300,-0.0143,0.0358,0.3114,-0.2668,0.3117,-0.2675,0.0810,-0.0632,-28.46,0.000000
72.38,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.3085,-0.2613,0.3085,-0.2613,0.0835,-0.0480,-26.34,0.000000
72.88,-0.0100,0.0300,0.0000,0.0300,-0.0058,0.0302,0.3079,-0.2533,0.3080,-0.2537,0.0835,-0.0480,-26.34,0.000000
73.38,0.0000,0.0000,0.0000,0.0000,0.0002,0.0003,0.3059,-0.2504,0.3059,-0.2504,0.0928,-0.0374,-27.74,0.000000
73.88,0.0000,0.0000,0.0000,0.0000,-0.0005,-0.0000,0.3059,-0.2504,0.3059,-0.2504,0.0906,-0.0351,-27.02,0.000000
74.38,-0.0100,-0.0300,0.0000,-0.0300,0.0102,0.0017,0.3022,-0.2495,0.3022,-0.2495,0.0906,-0.0351,-27.02,0.000000
74.88,0.0300,-0.0300,0.0300,-0.0300,0.0399,-0.0230,0.3197,-0.2616,0.3191,-0.2612,0.0863,-0.0324,-25.73,0.000000
75.39,0.0400,-0.0400,0.0300,-0.0600,0.0228,0.0084,0.3340,-0.2669,0.3340,-0.2669,0.0703,-0.0494,-25.86,0.000000
75.89,0.0600,-0.0300,0.0600,-0.0200,0.0581,-0.0243,0.3555,-0.2739,0.3555,-0.2739,0.0771,-0.0601,-25.35,0.500000
76.39,0.0600,-0.0300,0.0600,-0.0300,0.0670,-0.0152,0.3867,-0.2835,0.3867,-0.2835,0.0738,-0.0737,-25.13,0.500000
76.90,0.0500,-0.0300,0.0500,-0.0300,0.0653,-0.0182,0.4211,-0.2917,0.4211,-0.2917,0.0983,-0.1066,-25.48,0.000000
77.40,0.0400,-0.0200,0.0400,-0.0200,0.0607,-0.0256,0.4507,-0.3027,0.4507,-0.3027,0.1115,-0.1298,-25.37,0.000000
77.90,0.0400,-0.0200,0.0400,-0.0200,0.0473,-0.0231,0.4774,-0.3151,0.4774,-0.3151,0.1288,-0.1467,-25.31,0.000000
78.40,0.0300,-0.0200,0.0300,-0.0200,0.0428,-0.0206,0.5005,-0.3263,0.5005,-0.3263,0.1399,-0.1677,-25.13,0.000000
78.91,0.0200,-0.0200,0.0200,-0.0200,0.0200,-0.0200,0.5171,-0.3365,0.5171,-0.3365,0.1458,-0.1841,-24.85,0.000000
79.41,0.0200,-0.0200,0.0200,-0.0200,0.0200,-0.0200,0.5272,-0.3465,0.5272,-0.3465,0.1458,-0.1841,-24.85,0.000000
79.91,0.0100,-0.0200,0.0000,-0.0200,0.0000,-0.0200,0.5313,-0.3567,0.5313,-0.3567,0.1350,-0.2029,-25.03,0.000000
80.42,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0200,0.5313,-0.3665,0.5313,-0.3665,0.1350,-0.2029,-25.03,0.000000
80.92,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5313,-0.3679,0.5313,-0.3679,0.1350,-0.2029,-25.03,0.000000
81.42,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5313,-0.3679,0.5313,-0.3679,0.1350,-0.2029,-25.03,0.000000
81.92,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5313,-0.3679,0.5313,-0.3679,0.1350,-0.2029,-25.03,0.000000
82.42,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
82.92,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
83.42,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
83.92,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
84.43,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
84.93,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
85.44,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
85.94,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
86.44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
86.94,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
87.45,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
87.95,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
88.46,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5314,-0.3679,0.5314,-0.3679,0.1350,-0.2029,-25.03,0.000000
