elapsed_s,fc_raw_vx,fc_raw_vy,odom_vx,odom_vy,filt_vx,filt_vy,filt_px,filt_py,tf_px,tf_py,amcl_x,amcl_y,amcl_yaw,coupling_ratio
86.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
86.51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
87.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
87.51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
88.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
88.52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
89.02,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
89.52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
90.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
90.53,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
91.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
91.54,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
92.04,0.0100,0.0000,0.0000,0.0000,-0.0005,-0.0009,-0.0842,-0.1293,-0.0842,-0.1293,0.1924,0.0041,-22.30,0.000000
92.55,-0.0100,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0843,-0.1279,-0.0843,-0.1279,0.1924,0.0041,-22.30,0.000000
93.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0843,-0.1279,-0.0843,-0.1279,0.1924,0.0041,-22.30,0.000000
93.55,-0.0300,0.0000,-0.0300,0.0000,-0.0247,-0.0104,-0.0868,-0.1283,-0.0862,-0.1280,0.1743,0.0144,-24.00,0.000000
94.05,-0.0700,0.0000,-0.0700,0.0000,-0.0366,-0.0175,-0.1025,-0.1383,-0.1025,-0.1383,0.1743,0.0144,-24.00,0.000000
94.56,-0.0200,0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.1124,-0.1423,-0.1124,-0.1423,0.1506,0.0127,-24.02,0.000000
95.06,-0.0800,0.0100,-0.0800,0.0000,-0.0849,-0.0064,-0.1355,-0.1418,-0.1355,-0.1418,0.1366,0.0174,-25.71,0.125000
95.57,-0.2000,0.0100,-0.2000,0.0000,-0.2134,-0.0030,-0.2214,-0.1463,-0.2137,-0.1462,0.0548,0.0358,-24.19,0.050000
96.07,-0.3200,-0.0200,-0.3000,-0.0200,-0.3248,0.0026,-0.3575,-0.1403,-0.3499,-0.1404,-0.0623,0.0960,-25.12,0.062500
96.57,-0.2300,0.0100,-0.2400,0.0000,-0.2407,-0.0167,-0.5179,-0.1545,-0.5179,-0.1545,-0.2150,0.1924,-25.31,0.043478
97.07,-0.0900,-0.0200,-0.0900,-0.0200,-0.0843,0.0055,-0.5914,-0.1548,-0.5914,-0.1548,-0.2892,0.2124,-24.28,0.222222
97.58,-0.0200,0.0000,-0.0200,0.0000,-0.0200,-0.0002,-0.6112,-0.1571,-0.6112,-0.1571,-0.3154,0.2254,-25.62,0.000000
98.08,-0.0200,0.0000,-0.0200,0.0000,-0.0230,-0.0031,-0.6218,-0.1579,-0.6218,-0.1579,-0.3154,0.2254,-25.62,0.000000
98.58,0.0200,0.0200,0.0200,0.0200,0.0003,-0.0003,-0.6247,-0.1580,-0.6247,-0.1580,-0.3154,0.2254,-25.62,0.000000
99.09,0.1400,0.0200,0.1400,0.0200,0.1402,0.0095,-0.5955,-0.1501,-0.5987,-0.1503,-0.3154,0.2254,-25.62,0.142857
99.59,0.3500,-0.0100,0.3500,0.0000,0.3577,0.0057,-0.4624,-0.1450,-0.4624,-0.1450,-0.2583,0.1467,-24.88,0.028571
100.09,0.2600,0.0300,0.2600,0.0300,0.2702,-0.0210,-0.2890,-0.1598,-0.2890,-0.1598,-0.0889,0.0125,-24.82,0.115385
100.59,0.0900,0.0000,0.0900,0.0000,0.0796,0.0017,-0.2046,-0.1603,-0.2046,-0.1603,-0.0299,-0.0176,-23.11,0.000000
101.09,0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,-0.1961,-0.1600,-0.1961,-0.1600,-0.0174,-0.0182,-24.06,0.000000
101.60,0.0200,0.0000,0.0200,0.0000,-0.0000,-0.0000,-0.1961,-0.1601,-0.1961,-0.1601,-0.0174,-0.0182,-24.06,0.000000
102.10,0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0020,-0.1935,-0.1607,-0.1935,-0.1607,-0.0174,-0.0182,-24.06,0.000000
102.60,0.0000,-0.2000,0.0000,-0.2000,-0.0017,0.0314,-0.1941,-0.1543,-0.1941,-0.1543,-0.0174,-0.0182,-24.06,0.000000
103.11,0.0000,-0.4600,0.0000,-0.4600,0.0037,-0.1888,-0.1934,-0.1716,-0.1935,-0.1683,-0.0174,-0.0182,-24.06,0.000000
103.61,0.0100,-0.1200,0.0000,-0.1200,0.0153,-0.4658,-0.1899,-0.3523,-0.1901,-0.3461,-0.1408,-0.1583,-26.74,0.083333
104.11,0.0100,0.0000,0.0000,0.0000,0.0020,-0.0000,-0.1814,-0.4357,-0.1814,-0.4357,-0.1626,-0.2390,-25.52,0.000000
104.62,0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.0200,-0.1814,-0.4373,-0.1814,-0.4373,-0.1623,-0.2483,-24.13,0.000000
105.12,0.0100,0.0100,0.0000,0.0000,0.0000,-0.0005,-0.1814,-0.4408,-0.1814,-0.4408,-0.1623,-0.2483,-24.13,0.000000
105.63,0.0000,0.2100,0.0000,0.2100,0.0002,-0.0556,-0.1797,-0.4530,-0.1797,-0.4530,-0.1576,-0.2398,-23.53,0.000000
106.13,-0.0400,0.3700,-0.0300,0.3700,-0.0039,0.1294,-0.1813,-0.4410,-0.1813,-0.4410,-0.1565,-0.2623,-22.07,0.108108
106.64,-0.0200,0.1900,-0.0200,0.1900,0.0006,0.3647,-0.1853,-0.3127,-0.1853,-0.3127,-0.0159,-0.1406,-20.48,0.105263
107.14,0.0100,0.0100,0.0000,0.0000,0.0000,0.0028,-0.1804,-0.1656,-0.1804,-0.1656,0.0528,-0.0095,-23.11,0.000000
107.64,0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,-0.1804,-0.1675,-0.1804,-0.1675,0.0528,-0.0095,-23.11,0.000000
108.15,-0.0100,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.1846,-0.1675,-0.1846,-0.1675,0.0528,-0.0095,-23.11,0.000000
108.65,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.1846,-0.1675,-0.1846,-0.1675,0.0528,-0.0095,-23.11,0.000000
109.15,0.0200,0.0000,0.0200,0.0000,0.0198,-0.0000,-0.1841,-0.1675,-0.1844,-0.1675,0.0528,-0.0095,-23.11,0.000000
109.65,0.0100,0.0000,0.0000,0.0000,0.0000,-0.0003,-0.1770,-0.1675,-0.1770,-0.1675,0.0801,0.0023,-20.53,0.000000
110.15,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1752,-0.1675,-0.1752,-0.1675,0.0801,0.0023,-20.53,0.000000
110.65,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1752,-0.1675,-0.1752,-0.1675,0.0801,0.0023,-20.53,0.000000
111.15,0.0000,0.0000,0.0000,0.0000,-0.0003,0.0000,-0.1752,-0.1675,-0.1752,-0.1675,0.0801,0.0023,-20.53,0.000000
111.66,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,-0.1752,-0.1675,-0.1752,-0.1675,0.0891,0.0011,-19.09,0.000000
112.16,0.0000,0.0100,0.0000,0.0000,0.0000,-0.0000,-0.1752,-0.1675,-0.1752,-0.1675,0.0891,0.0011,-19.09,0.000000
112.66,-0.0100,0.0100,0.0000,0.0000,-0.0000,0.0000,-0.1752,-0.1675,-0.1752,-0.1675,0.0869,-0.0152,-20.72,0.000000
113.16,0.0000,-0.0100,0.0000,0.0000,-0.0003,-0.0002,-0.1812,-0.1678,-0.1812,-0.1678,0.0869,-0.0152,-20.72,0.000000
113.67,-0.0100,-0.0100,0.0000,0.0000,-0.0007,0.0000,-0.1839,-0.1678,-0.1839,-0.1678,0.0869,-0.0152,-20.72,0.000000
114.17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
114.67,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
115.17,0.0000,-0.0100,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
115.68,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
116.18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
116.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
117.19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
117.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
118.19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
118.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
119.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
119.70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
120.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
120.70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
121.21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
121.71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
122.21,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
122.71,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
123.22,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
123.73,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
124.24,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
124.75,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
125.25,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
125.75,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
126.25,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
126.76,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
127.27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
127.77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
128.27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
128.77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
129.27,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
129.77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
130.28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
130.79,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
131.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0869,-0.0152,-20.72,0.000000
131.80,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
132.31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
132.81,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
133.31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
133.81,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
134.31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
134.81,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
135.32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
135.83,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
136.34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
136.84,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
137.34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
137.85,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
138.35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
138.85,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
139.35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
139.85,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
140.35,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
140.85,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
141.36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
141.86,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
142.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
142.87,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
143.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
143.87,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
144.37,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
144.87,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
145.38,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
145.88,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
146.38,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
146.88,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
147.39,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
147.89,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
148.40,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
148.91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
149.41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
149.91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
150.47,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
150.97,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
151.48,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
151.99,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
152.49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
152.99,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
153.49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
153.99,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
154.50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
155.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
155.51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
156.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
156.51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
157.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
157.53,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
158.04,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
158.54,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
159.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
159.55,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
160.05,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
160.55,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
161.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
161.56,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
162.06,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
162.56,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
163.07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
163.57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
164.07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
164.57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
165.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
165.58,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
166.08,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
166.59,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
167.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
167.59,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
168.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
168.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0763,-0.0220,-21.85,0.000000
169.10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
169.60,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
170.10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
170.61,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
171.11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
171.62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
172.13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
172.63,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
173.15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.1844,-0.1678,-0.1844,-0.1678,0.0819,-0.0178,-23.15,0.000000
