elapsed_s,fc_vx,fc_vy,odom_vx,odom_vy,filt_vx,filt_vy,tf_px,tf_py,dir_flag
4.25,-0.0200,-0.0000,-0.0200,0.0000,-0.0218,0.0000,-0.0242,0.0000,0
4.45,0.0100,0.0200,0.0000,0.0200,-0.0000,0.0177,-0.0246,0.0005,0
4.66,0.0100,0.0200,0.0000,0.0200,-0.0000,0.0210,-0.0247,0.0049,0
4.86,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,-0.0220,0.0090,0
5.06,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,-0.0182,0.0129,0
5.26,0.0100,0.0200,0.0000,0.0200,0.0000,0.0200,-0.0162,0.0168,0
5.46,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,-0.0162,0.0177,0
5.67,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,-0.0162,0.0177,0
5.87,0.0400,0.0100,0.0400,0.0000,0.0291,0.0000,-0.0133,0.0177,0
6.07,0.0800,0.0100,0.0800,0.0000,0.0584,-0.0015,-0.0041,0.0176,0
6.27,0.1300,0.0200,0.1300,0.0200,0.0466,-0.0094,0.0070,0.0169,0
6.47,0.1500,-0.0000,0.1500,0.0000,0.0751,0.0061,0.0192,0.0154,0
6.67,0.2100,0.0100,0.2100,0.0000,0.0828,-0.0121,0.0345,0.0141,0
6.88,0.2100,0.0400,0.2000,0.0400,0.1265,-0.0320,0.0563,0.0087,1
7.08,0.2500,0.0400,0.2500,0.0500,0.1293,-0.0196,0.0812,0.0025,1
7.28,0.2500,-0.0200,0.2500,-0.0200,0.1709,0.0306,0.1128,0.0053,0
7.48,0.2800,-0.0500,0.2800,-0.0500,0.1921,0.0279,0.1481,0.0129,1
7.69,0.2600,-0.0100,0.2600,0.0000,0.2393,-0.0157,0.1975,0.0148,0
7.90,0.2300,0.0100,0.2300,0.0000,0.2685,-0.0254,0.2484,0.0095,0
8.10,0.1900,0.0100,0.1900,0.0000,0.2648,-0.0174,0.3018,0.0055,0
8.30,0.1200,-0.0000,0.1300,0.0000,0.2676,-0.0067,0.3577,0.0025,0
8.50,0.0900,-0.0000,0.0900,0.0000,0.1718,-0.0032,0.4011,0.0015,0
8.70,0.0600,-0.0100,0.0600,0.0000,0.0715,-0.0004,0.4233,0.0012,0
8.91,0.0400,-0.0100,0.0400,0.0000,0.0400,-0.0002,0.4351,0.0012,0
9.12,0.0300,-0.0000,0.0300,0.0000,0.0300,-0.0005,0.4418,0.0011,0
9.32,0.0400,-0.0000,0.0400,0.0000,0.0390,-0.0000,0.4482,0.0011,0
9.52,0.0400,-0.0000,0.0400,0.0000,0.0400,-0.0000,0.4558,0.0011,0
9.72,0.0300,-0.0000,0.0300,0.0000,0.0300,-0.0000,0.4628,0.0011,0
9.92,0.0200,-0.0000,0.0200,0.0000,0.0200,-0.0000,0.4680,0.0011,0
10.12,0.0200,-0.0000,0.0200,0.0000,0.0200,-0.0000,0.4718,0.0011,0
10.32,0.0200,-0.0000,0.0200,0.0000,0.0200,-0.0000,0.4740,0.0011,0
10.52,0.0200,-0.0100,0.0200,0.0000,0.0200,-0.0000,0.4783,0.0011,0
10.72,0.0100,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
10.93,0.0100,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
11.13,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
11.34,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
11.54,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
11.74,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
11.94,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
12.14,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.4802,0.0011,0
12.34,-0.0200,-0.0100,-0.0200,0.0000,0.0004,-0.0000,0.4802,0.0011,0
12.54,-0.0900,-0.0200,-0.0900,-0.0200,-0.0589,0.0008,0.4732,0.0011,0
12.75,-0.1900,-0.0300,-0.1900,-0.0300,-0.0242,0.0028,0.4650,0.0015,0
12.95,-0.3200,-0.0300,-0.3200,-0.0300,-0.0140,0.0052,0.4627,0.0027,0
13.16,-0.4300,-0.0000,-0.4200,0.0000,-0.0891,-0.0272,0.4518,0.0003,0
13.36,-0.4600,0.0300,-0.4600,0.0200,-0.2320,-0.0310,0.4200,-0.0068,0
13.56,-0.3700,0.0400,-0.3800,0.0400,-0.3882,-0.0142,0.3570,-0.0117,1
13.76,-0.2000,0.0300,-0.2000,0.0300,-0.4871,-0.0080,0.2702,-0.0140,0
13.96,-0.0800,0.0200,-0.0800,0.0200,-0.4373,-0.0014,0.1718,-0.0154,0
14.16,-0.0200,0.0100,-0.0300,0.0000,-0.0345,0.0056,0.1432,-0.0137,0
14.36,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0003,0.1412,-0.0136,0
14.56,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
14.77,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
14.98,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
15.18,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
15.38,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
15.58,-0.0100,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
15.78,-0.0100,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1412,-0.0136,0
15.99,-0.0000,-0.0000,0.0000,0.0000,-0.0003,-0.0000,0.1411,-0.0136,0
16.19,-0.0100,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
16.39,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
16.60,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
16.80,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
17.00,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
17.20,-0.0100,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
17.40,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
17.61,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
17.81,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
18.02,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
18.22,-0.0100,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
18.42,-0.0100,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
18.62,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
18.82,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
19.02,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
19.23,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
19.43,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
19.63,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
19.83,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
20.04,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
20.24,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
20.44,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
20.64,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1411,-0.0136,0
20.84,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0002,0.1411,-0.0136,0
21.05,-0.0000,-0.0800,0.0000,-0.0800,-0.0013,-0.0386,0.1411,-0.0162,0
21.25,-0.0000,-0.1900,0.0000,-0.1900,0.0004,-0.0014,0.1407,-0.0211,0
21.45,-0.0200,-0.3500,-0.0200,-0.3500,0.0024,-0.0126,0.1409,-0.0215,0
21.66,-0.0300,-0.4200,-0.0400,-0.4200,0.0157,-0.1585,0.1435,-0.0381,0
21.86,-0.0300,-0.4200,-0.0300,-0.4200,0.0081,-0.2835,0.1458,-0.0821,0
22.06,-0.0100,-0.3500,0.0000,-0.3500,-0.0170,-0.3786,0.1453,-0.1509,0
22.26,-0.0100,-0.2900,0.0000,-0.3000,-0.0156,-0.4026,0.1412,-0.2418,0
22.46,-0.0000,-0.1700,0.0000,-0.1800,-0.0159,-0.4184,0.1389,-0.3099,0
22.66,0.0100,-0.0700,0.0000,-0.0700,-0.0138,-0.2484,0.1349,-0.3899,0
22.86,0.0200,-0.0100,0.0200,0.0000,0.0200,-0.0213,0.1367,-0.4032,0
23.07,0.0100,-0.0000,0.0000,0.0000,0.0203,-0.0000,0.1403,-0.4033,0
23.27,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1408,-0.4033,0
23.47,-0.0100,-0.0100,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
23.68,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0001,0.1408,-0.4033,0
23.88,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1408,-0.4033,0
24.08,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1408,-0.4033,0
24.28,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
24.48,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
24.68,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
24.88,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
25.09,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
25.30,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
25.50,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
25.70,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
25.90,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
26.10,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
26.30,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1408,-0.4033,0
26.52,-0.0000,0.0100,0.0000,0.0000,0.0000,-0.0000,0.1408,-0.4033,0
26.72,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0200,0.1408,-0.4002,0
26.92,-0.0100,0.0300,0.0000,0.0300,0.0000,0.0197,0.1408,-0.3965,0
27.12,-0.0000,0.1000,0.0000,0.1000,0.0000,0.0492,0.1408,-0.3889,0
27.33,-0.0100,0.2200,0.0000,0.2200,0.0000,0.0034,0.1408,-0.3841,0
27.53,-0.0000,0.3200,0.0000,0.3200,-0.0022,0.0370,0.1408,-0.3835,0
27.73,-0.0000,0.3500,0.0000,0.3500,-0.0050,0.1250,0.1398,-0.3668,0
27.93,-0.0000,0.2900,0.0000,0.2900,-0.0032,0.2504,0.1390,-0.3281,0
28.13,-0.0000,0.2200,0.0000,0.2200,-0.0017,0.2859,0.1386,-0.2730,0
28.34,-0.0100,0.1400,0.0000,0.1500,0.0015,0.3003,0.1389,-0.2169,0
28.54,-0.0100,0.0700,0.0000,0.0800,0.0005,0.2159,0.1391,-0.1566,0
28.74,-0.0200,-0.0100,-0.0200,0.0000,-0.0200,0.0005,0.1382,-0.1411,0
28.94,-0.0000,-0.0400,0.0000,-0.0400,-0.0003,-0.0392,0.1366,-0.1467,0
29.14,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,-0.0299,0.1365,-0.1529,0
29.36,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,-0.0296,0.1365,-0.1594,0
29.56,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,-0.0300,0.1365,-0.1656,0
29.76,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.0200,0.1365,-0.1701,0
29.96,-0.0100,-0.0200,0.0000,-0.0200,-0.0000,-0.0198,0.1365,-0.1741,0
30.16,-0.0200,-0.0100,-0.0200,0.0000,-0.0200,-0.0000,0.1347,-0.1775,0
30.36,-0.0100,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1334,-0.1775,0
30.57,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1334,-0.1775,0
30.78,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.0200,0.1334,-0.1804,0
30.98,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.0200,0.1334,-0.1848,0
31.18,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0002,0.1334,-0.1878,0
31.38,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1334,-0.1878,0
31.58,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1334,-0.1878,0
31.78,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1334,-0.1878,0
31.99,0.0200,-0.0000,0.0200,0.0000,-0.0004,0.0005,0.1334,-0.1878,0
32.19,0.0900,-0.0200,0.0900,-0.0200,0.0536,-0.0024,0.1393,-0.1880,0
32.40,0.2000,-0.0100,0.1800,0.0000,0.0141,0.0049,0.1468,-0.1881,0
32.60,0.2600,-0.0100,0.2600,0.0000,0.0405,-0.0047,0.1521,-0.1876,0
32.80,0.3300,0.0100,0.3300,0.0000,0.1190,-0.0072,0.1661,-0.1892,0
33.00,0.3400,-0.0000,0.3400,0.0000,0.2014,0.0051,0.1959,-0.1905,0
33.20,0.2900,-0.0100,0.2900,0.0000,0.3101,0.0197,0.2542,-0.1884,0
33.41,0.2300,-0.0300,0.2300,-0.0300,0.3521,0.0270,0.3100,-0.1841,0
33.61,0.1300,-0.0100,0.1300,0.0000,0.3537,0.0091,0.3907,-0.1796,0
33.82,0.0600,-0.0000,0.0700,0.0000,0.1261,0.0002,0.4500,-0.1795,0
34.03,0.0400,0.0100,0.0400,0.0000,0.0413,-0.0000,0.4624,-0.1796,0
34.23,0.0300,-0.0000,0.0300,0.0000,0.0303,0.0001,0.4692,-0.1795,0
34.43,0.0100,-0.0000,0.0000,0.0000,0.0002,0.0002,0.4726,-0.1795,0
34.63,-0.0000,-0.0000,0.0000,0.0000,0.0003,0.0000,0.4727,-0.1795,0
34.83,-0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1795,0
35.03,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1795,0
35.24,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1795,0
35.44,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1795,0
35.64,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1794,0
35.84,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1794,0
36.04,-0.0000,-0.0100,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1794,0
36.24,-0.0000,-0.0100,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1794,0
36.44,-0.0100,-0.0100,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1794,0
36.64,-0.0100,-0.0100,0.0000,0.0000,0.0000,0.0000,0.4727,-0.1794,0
36.85,-0.0100,-0.0100,0.0000,0.0000,0.0001,0.0000,0.4727,-0.1794,0
37.06,-0.0200,-0.0100,-0.0200,0.0000,-0.0200,0.0000,0.4710,-0.1794,0
37.26,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,0.4672,-0.1793,0
37.46,-0.0300,-0.0000,-0.0200,0.0000,-0.0198,0.0001,0.4632,-0.1793,0
37.66,-0.0600,-0.0000,-0.0600,0.0000,-0.0442,0.0015,0.4568,-0.1793,0
37.86,-0.1600,-0.0300,-0.1600,-0.0300,-0.0217,0.0231,0.4497,-0.1770,0
38.06,-0.2700,-0.0300,-0.2700,-0.0300,0.0070,0.0225,0.4489,-0.1720,1
38.26,-0.3600,-0.0200,-0.3600,-0.0200,-0.0371,0.0131,0.4474,-0.1677,0
38.47,-0.4000,-0.0000,-0.4000,0.0000,-0.1613,0.0071,0.4263,-0.1657,0
38.68,-0.3600,0.0100,-0.3600,0.0000,-0.2830,0.0047,0.3833,-0.1658,0
38.88,-0.2600,0.0400,-0.2600,0.0400,-0.3619,-0.0061,0.3166,-0.1666,1
39.08,-0.1400,0.0200,-0.1500,0.0200,-0.3501,0.0054,0.2395,-0.1664,0
39.28,-0.0500,0.0100,-0.0600,0.0000,-0.1143,0.0016,0.1834,-0.1649,0
39.48,-0.0000,0.0100,0.0000,0.0000,-0.0005,0.0003,0.1774,-0.1648,0
39.68,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1648,0
39.88,-0.0000,0.0100,0.0000,0.0000,-0.0000,0.0002,0.1774,-0.1638,0
40.08,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1638,0
40.30,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1629,0
40.50,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1629,0
40.70,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1629,0
40.90,0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1629,0
41.10,0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1629,0
41.30,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.1774,-0.1629,0
41.50,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0001,0.1789,-0.1629,0
41.70,0.0100,-0.0000,0.0000,0.0000,0.0002,0.0000,0.1828,-0.1629,0
41.91,0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1829,-0.1629,0
42.11,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.1829,-0.1629,0
42.31,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.1829,-0.1629,0
42.51,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.1829,-0.1629,0
42.72,0.0200,-0.0000,0.0200,0.0000,-0.0000,0.0003,0.1833,-0.1629,0
42.92,0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.1857,-0.1629,0
43.12,0.0100,-0.0000,0.0000,0.0000,0.0000,0.0006,0.1857,-0.1629,0
43.32,0.0200,-0.1100,0.0200,-0.1100,-0.0002,-0.0486,0.1856,-0.1683,0
43.52,0.0100,-0.2400,0.0000,-0.2400,-0.0001,0.0007,0.1856,-0.1710,1
43.73,0.0200,-0.3600,0.0200,-0.3600,-0.0001,-0.0384,0.1856,-0.1733,0
43.93,-0.0000,-0.4300,0.0000,-0.4300,0.0118,-0.1279,0.1866,-0.1891,0
44.13,-0.0000,-0.3600,0.0000,-0.3600,0.0093,-0.2901,0.1891,-0.2326,0
44.33,-0.0000,-0.2500,0.0000,-0.2500,0.0053,-0.3662,0.1905,-0.2994,0
44.54,-0.0000,-0.1600,0.0000,-0.1600,-0.0026,-0.3472,0.1911,-0.3747,0
44.74,0.0200,-0.0600,0.0200,-0.0600,-0.0112,-0.2779,0.1889,-0.4407,0
44.94,0.0200,-0.0000,0.0000,0.0000,-0.0000,-0.0004,0.1894,-0.4526,0
45.14,0.0100,0.0300,0.0000,0.0300,0.0000,0.0286,0.1909,-0.4502,0
45.34,0.0200,0.0500,0.0200,0.0500,0.0197,0.0489,0.1920,-0.4432,0
45.54,0.0100,0.0400,0.0000,0.0400,0.0000,0.0400,0.1942,-0.4338,0
45.74,-0.0000,0.0300,0.0000,0.0300,0.0001,0.0300,0.1942,-0.4275,0
45.95,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0001,0.1942,-0.4227,0
46.16,0.0100,0.0300,0.0000,0.0200,-0.0000,0.0200,0.1942,-0.4197,0
46.36,0.0100,0.0200,0.0000,0.0200,-0.0000,0.0200,0.1942,-0.4154,0
46.56,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.1956,-0.4111,0
46.76,0.0200,0.0200,0.0200,0.0200,0.0200,0.0200,0.1999,-0.4069,0
46.96,0.0100,0.0200,0.0000,0.0200,0.0000,0.0200,0.2017,-0.4049,0
47.17,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0200,0.2017,-0.4009,0
47.37,0.0100,0.0200,0.0000,0.0200,0.0000,0.0200,0.2017,-0.3964,0
47.57,0.0100,0.0200,0.0000,0.0200,0.0000,0.0200,0.2017,-0.3923,0
47.77,0.0100,0.0200,0.0000,0.0200,0.0000,0.0200,0.2017,-0.3885,0
47.98,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.2017,-0.3875,0
48.18,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.2017,-0.3875,0
48.38,0.0100,0.0200,0.0000,0.0000,0.0000,-0.0000,0.2017,-0.3875,0
48.58,0.0100,0.0700,0.0000,0.0600,0.0000,0.0412,0.2017,-0.3832,0
48.78,0.0200,0.1800,0.0200,0.1800,-0.0019,0.0035,0.2015,-0.3764,0
48.98,0.0300,0.3200,0.0300,0.3200,-0.0059,-0.0251,0.2002,-0.3811,1
49.18,0.0200,0.4000,0.0200,0.4000,-0.0034,0.0694,0.1993,-0.3772,0
49.39,-0.0000,0.4300,0.0000,0.4300,-0.0020,0.1827,0.1988,-0.3516,0
49.60,-0.0100,0.3500,0.0000,0.3600,0.0017,0.3549,0.1992,-0.2931,0
49.80,-0.0100,0.2300,-0.0200,0.2400,-0.0004,0.4334,0.1995,-0.2079,0
50.00,-0.0000,0.1200,0.0000,0.1300,-0.0137,0.4102,0.1981,-0.1266,0
50.20,0.0200,0.0600,0.0200,0.0700,-0.0055,0.1352,0.1947,-0.0647,0
50.40,0.0200,0.0400,0.0200,0.0400,0.0200,0.0422,0.1976,-0.0517,0
50.60,0.0200,0.0300,0.0200,0.0300,0.0200,0.0300,0.2016,-0.0446,0
50.81,0.0200,0.0200,0.0200,0.0200,0.0198,0.0002,0.2056,-0.0402,0
51.01,0.0100,0.0100,0.0000,0.0000,0.0000,0.0200,0.2080,-0.0362,0
51.21,-0.0000,-0.0000,0.0000,0.0000,0.0000,0.0000,0.2080,-0.0359,0
51.42,-0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.2080,-0.0359,0
51.62,-0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.2080,-0.0359,0
51.82,-0.0100,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.2080,-0.0359,0
52.02,-0.0000,-0.0100,0.0000,0.0000,0.0002,0.0002,0.2079,-0.0359,0
52.22,-0.0200,-0.0100,-0.0200,0.0000,0.0000,0.0000,0.2079,-0.0359,0
52.42,-0.0100,-0.0200,0.0000,-0.0200,-0.0200,-0.0200,0.2044,-0.0384,0
52.62,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.2041,-0.0400,0
52.82,-0.0000,-0.0100,0.0000,0.0000,-0.0000,0.0002,0.2040,-0.0400,0
53.02,0.0200,-0.0300,0.0200,-0.0300,0.0200,-0.0296,0.2059,-0.0431,0
53.22,0.0100,-0.0400,0.0000,-0.0400,0.0063,-0.0359,0.2097,-0.0493,0
53.44,0.0200,-0.0300,0.0200,-0.0300,0.0207,-0.0300,0.2113,-0.0564,0
53.64,0.0100,-0.0200,0.0000,-0.0200,0.0000,-0.0204,0.2122,-0.0622,0
53.84,-0.0100,-0.0000,0.0000,0.0000,-0.0181,-0.0004,0.2119,-0.0634,0
54.04,-0.0000,-0.0000,0.0000,0.0000,-0.0007,0.0000,0.2104,-0.0634,0
54.24,-0.0200,-0.0000,-0.0200,0.0000,0.0004,0.0000,0.2104,-0.0634,0
54.44,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0000,0.2085,-0.0634,0
54.64,-0.0100,-0.0000,0.0000,0.0000,0.0007,0.0000,0.2086,-0.0634,0
54.85,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,-0.0002,0.2075,-0.0634,0
55.06,-0.0300,0.0100,-0.0300,0.0000,-0.0291,-0.0004,0.2032,-0.0634,0
55.26,-0.0300,0.0100,-0.0300,0.0000,-0.0300,-0.0001,0.1968,-0.0635,0
55.46,-0.0400,0.0100,-0.0400,0.0000,-0.0398,-0.0001,0.1900,-0.0635,0
55.66,-0.0400,0.0100,-0.0400,0.0000,-0.0398,-0.0000,0.1821,-0.0635,0
55.86,-0.0400,0.0100,-0.0400,0.0000,-0.0400,-0.0000,0.1742,-0.0635,0
56.06,-0.0400,0.0100,-0.0400,0.0000,-0.0399,-0.0000,0.1662,-0.0635,0
56.27,-0.0400,0.0100,-0.0400,0.0000,-0.0400,-0.0000,0.1569,-0.0635,0
56.48,-0.0400,0.0100,-0.0400,0.0000,-0.0400,-0.0000,0.1494,-0.0635,0
56.68,-0.0400,0.0100,-0.0400,0.0000,-0.0400,-0.0000,0.1414,-0.0635,0
56.88,-0.0400,0.0100,-0.0400,0.0000,-0.0399,-0.0000,0.1335,-0.0635,0
