elapsed_s,odom_vel_x,odom_vel_y,filt_vel_x,filt_vel_y,filt_pos_x,filt_pos_y,tf_pos_x,tf_pos_y
38.12,0.000,0.000,-0.000,0.000,-0.019,0.015,-0.019,0.015
39.12,0.000,0.000,-0.000,0.000,-0.019,0.015,-0.019,0.015
40.14,0.000,-0.010,0.000,-0.010,-0.019,0.010,-0.019,0.010
41.14,0.000,-0.010,0.000,-0.010,-0.019,0.004,-0.019,0.004
42.14,0.000,0.000,-0.000,-0.010,-0.019,0.002,-0.019,0.002
43.14,0.000,0.000,0.000,-0.000,-0.019,0.002,-0.019,0.002
44.14,0.000,0.000,0.000,-0.000,-0.019,0.002,-0.019,0.002
45.14,0.000,-0.010,0.000,-0.010,-0.019,-0.002,-0.019,-0.002
46.14,0.000,-0.010,-0.000,-0.010,-0.021,-0.011,-0.021,-0.011
47.14,0.000,-0.010,0.000,-0.010,-0.030,-0.015,-0.030,-0.015
48.15,0.030,-0.030,0.037,-0.038,-0.002,-0.046,-0.002,-0.046
49.16,0.050,-0.050,0.039,-0.057,0.011,-0.090,0.010,-0.090
50.16,0.030,-0.020,0.046,-0.038,0.064,-0.149,0.064,-0.149
51.16,0.000,0.030,0.000,0.021,0.071,-0.139,0.071,-0.139
52.16,-0.150,0.000,-0.170,0.007,0.005,-0.121,0.005,-0.121
53.16,0.130,0.020,0.062,0.011,-0.124,-0.137,-0.124,-0.137
54.17,0.450,-0.030,0.449,-0.045,0.161,-0.156,0.161,-0.156
55.18,0.250,-0.010,0.339,-0.029,0.617,-0.200,0.605,-0.199
56.18,0.010,0.000,0.011,-0.000,0.804,-0.206,0.804,-0.206
57.18,-0.060,0.000,-0.040,-0.002,0.785,-0.207,0.785,-0.207
58.18,-0.060,0.000,-0.060,-0.001,0.730,-0.210,0.730,-0.210
59.20,-0.030,0.010,-0.036,0.009,0.677,-0.206,0.678,-0.206
60.20,-0.020,0.010,-0.020,0.010,0.650,-0.197,0.651,-0.197
61.20,-0.010,0.010,-0.010,0.010,0.639,-0.187,0.639,-0.187
62.20,-0.010,0.010,-0.000,0.010,0.634,-0.179,0.634,-0.180
63.20,0.010,0.010,0.010,0.010,0.630,-0.178,0.630,-0.178
64.20,0.140,0.010,0.184,0.026,0.710,-0.153,0.710,-0.153
65.21,-0.260,0.080,-0.153,0.059,0.839,-0.143,0.839,-0.143
66.21,-0.470,0.020,-0.538,0.024,0.404,-0.100,0.404,-0.100
67.21,-0.140,0.040,-0.252,0.046,-0.021,-0.062,-0.021,-0.062
68.21,0.030,0.010,0.021,0.010,-0.104,-0.031,-0.104,-0.031
69.22,0.070,0.000,0.069,0.000,-0.057,-0.028,-0.059,-0.028
70.22,0.050,0.000,0.062,0.000,0.010,-0.027,0.010,-0.027
71.22,0.030,0.010,0.045,0.018,0.063,-0.016,0.063,-0.016
72.22,0.030,0.000,0.024,-0.010,0.086,-0.017,0.086,-0.017
73.22,0.010,0.010,0.010,0.000,0.100,-0.018,0.100,-0.018
74.22,0.000,0.230,0.019,0.328,0.121,0.165,0.121,0.165
75.24,-0.030,-0.580,-0.030,-0.465,0.121,0.087,0.122,0.100
76.24,0.010,-0.340,0.011,-0.445,0.123,-0.437,0.123,-0.433
77.24,0.000,-0.040,0.007,-0.130,0.133,-0.704,0.133,-0.701
78.24,0.000,0.060,0.002,0.049,0.134,-0.694,0.134,-0.694
79.24,0.000,0.060,0.002,0.064,0.139,-0.628,0.139,-0.629
80.24,0.000,0.050,-0.003,0.061,0.139,-0.565,0.139,-0.565
81.24,0.000,0.020,-0.001,0.020,0.136,-0.519,0.136,-0.519
82.24,0.010,0.010,0.010,0.010,0.142,-0.506,0.142,-0.506
83.26,0.000,0.010,0.000,0.010,0.147,-0.496,0.147,-0.496
84.26,0.000,0.000,0.000,0.000,0.147,-0.496,0.147,-0.496
85.26,0.000,-0.270,-0.004,-0.296,0.150,-0.574,0.150,-0.574
86.26,-0.030,0.480,-0.046,0.329,0.109,-0.709,0.109,-0.709
87.26,-0.050,0.510,-0.049,0.593,0.063,-0.170,0.063,-0.170
88.28,-0.020,0.140,-0.030,0.241,0.019,0.263,0.019,0.259
89.28,0.000,0.000,-0.000,0.000,0.007,0.362,0.007,0.362
90.28,0.010,-0.060,0.005,-0.044,0.007,0.335,0.007,0.336
91.28,0.010,-0.060,0.007,-0.052,0.018,0.285,0.018,0.287
92.28,0.010,-0.040,0.007,-0.035,0.025,0.245,0.025,0.245
93.28,0.000,-0.020,0.000,-0.020,0.030,0.213,0.030,0.213
94.28,0.020,-0.010,0.020,-0.010,0.044,0.194,0.044,0.194
95.30,0.010,0.000,0.010,0.000,0.059,0.188,0.059,0.188
96.30,0.010,0.000,0.010,0.000,0.069,0.174,0.069,0.174
97.30,-0.030,-0.020,-0.035,-0.010,0.051,0.168,0.051,0.168
98.30,-0.030,0.000,-0.025,-0.000,0.025,0.140,0.025,0.140
99.30,-0.030,0.010,-0.027,0.002,0.004,0.146,0.004,0.146
100.30,0.000,0.000,-0.000,0.000,-0.002,0.151,-0.002,0.151
101.30,0.010,0.000,0.010,0.000,0.003,0.151,0.003,0.151
102.32,0.020,0.000,0.020,0.000,0.018,0.151,0.018,0.151
103.32,0.020,0.000,0.020,0.000,0.038,0.151,0.038,0.151
104.32,0.020,0.000,0.020,0.000,0.054,0.151,0.054,0.151
105.32,0.010,0.000,0.010,0.000,0.065,0.151,0.065,0.151
106.32,0.010,0.000,0.010,0.000,0.075,0.151,0.075,0.151
107.34,0.000,0.000,0.001,0.000,0.078,0.151,0.078,0.151
108.34,0.000,0.000,0.000,0.000,0.078,0.151,0.078,0.151
109.34,0.010,0.000,0.010,0.000,0.078,0.151,0.078,0.151
110.34,0.010,0.000,0.010,0.000,0.087,0.151,0.087,0.151
111.34,0.000,0.000,0.000,0.000,0.095,0.151,0.095,0.151
112.34,0.000,0.000,0.000,0.000,0.095,0.151,0.095,0.151
113.35,0.000,0.000,0.000,0.000,0.095,0.151,0.095,0.151
114.36,0.000,0.000,0.000,0.000,0.095,0.151,0.095,0.151
115.36,0.000,-0.010,0.001,-0.010,0.096,0.149,0.096,0.149
116.36,0.000,0.000,0.000,-0.000,0.096,0.146,0.096,0.146
117.36,0.000,-0.010,0.000,-0.010,0.096,0.142,0.096,0.142
118.36,0.000,0.000,0.000,-0.000,0.096,0.138,0.096,0.138
119.38,0.000,0.000,0.000,-0.000,0.096,0.138,0.096,0.138
