elapsed_s,fc_vx,fc_vy,filt_vx,filt_vy,dvx,dvy,overshoot_flag
20.180,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.285,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.390,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.500,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.604,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.705,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.811,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
20.913,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.034,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.142,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.243,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.344,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.450,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.551,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.653,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.755,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.864,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
21.970,0.0000,0.0000,-0.0000,-0.0000,0.0000,0.0000,0
22.073,0.0000,-0.0100,-0.0000,-0.0000,0.0000,-0.0973,0
22.181,0.0000,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
22.285,0.0000,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
22.386,0.0000,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
22.492,0.0000,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
22.602,0.0000,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
22.703,0.0000,-0.0100,-0.0000,-0.0000,0.0000,0.0000,0
22.804,0.0000,-0.0100,-0.0000,0.0002,0.0000,0.0000,0
22.911,0.0000,-0.0200,-0.0000,-0.0200,0.0000,-0.0930,0
23.025,0.0000,-0.0200,-0.0002,-0.0202,0.0000,0.0000,0
23.131,0.0200,-0.0100,0.0162,-0.0210,0.1887,0.0944,0
23.243,0.0300,0.0000,0.0291,-0.0014,0.0893,0.0893,0
