elapsed_s,amcl_x,amcl_y,amcl_yaw_deg,map_odom_x,map_odom_y,map_odom_yaw_deg,odom_base_x,odom_base_y,odom_base_yaw_deg,filt_vx,filt_vy,scan_hz,amcl_active
23.71,-0.0912,-0.0067,-28.94,-0.1345,0.1636,109.36,-0.1972,0.0133,-137.15,-0.1684,-0.0012,0.0,0.046595
24.22,-0.0637,-0.0620,-30.70,-0.1414,0.1834,110.06,-0.2946,0.0083,-142.01,-0.2954,-0.0111,9.9,0.041973
24.72,-0.0505,-0.1620,-29.53,-0.2019,0.2028,111.06,-0.4076,-0.0132,-140.65,-0.2177,0.0048,0.0,0.126937
25.22,-0.0256,-0.1903,-29.58,-0.1920,0.1939,111.15,-0.4086,-0.0249,-141.27,-0.0405,0.0195,0.0,0.026453
25.73,-0.0190,-0.1636,-29.48,-0.1933,0.1939,111.40,-0.3795,-0.0409,-140.10,-0.0303,-0.0000,9.9,0.002565
26.23,-0.0421,-0.1203,-28.43,-0.2205,0.2091,111.60,-0.3530,-0.0516,-140.04,-0.0300,-0.0000,0.0,0.062128
26.73,-0.0232,-0.0974,-27.43,-0.2059,0.1852,112.77,-0.3271,-0.0601,-140.30,-0.0200,-0.0000,0.0,0.055889
27.23,0.0187,-0.0791,-27.04,-0.1597,0.1813,112.93,-0.2963,-0.0638,-140.06,-0.0000,-0.0000,10.0,0.092562
27.73,-0.0717,-0.0092,-26.78,-0.2327,0.2116,113.10,-0.2613,-0.0603,-139.86,-0.0000,-0.0000,0.0,0.157956
28.23,-0.0796,0.0181,-26.05,-0.2285,0.2179,113.88,-0.2391,-0.0537,-139.99,-0.0000,-0.0000,0.0,0.015074
28.74,-0.0796,0.0181,-26.05,-0.2285,0.2179,113.88,-0.2203,-0.0453,-139.98,-0.0000,-0.0000,10.6,0.000000
29.25,-0.0981,0.0369,-25.85,-0.2290,0.2195,114.06,-0.2055,-0.0357,-139.69,0.0198,-0.0000,0.0,0.003347
29.75,-0.1035,0.0429,-25.29,-0.2133,0.2072,114.40,-0.1658,-0.0258,-139.18,0.1529,0.0014,0.0,0.039838
30.26,-0.1318,0.1005,-25.50,-0.1784,0.1607,114.10,-0.0429,-0.0163,-139.67,0.3566,-0.0167,9.9,0.115099
30.77,-0.1728,0.3115,-24.35,-0.1300,0.2102,112.70,0.1157,0.0021,-137.05,0.2687,0.0012,0.0,0.133977
31.29,-0.1952,0.3615,-22.90,-0.0914,0.2344,113.21,0.1564,0.0490,-136.41,0.0502,0.0118,0.0,0.088150
31.79,-0.2521,0.3273,-22.90,-0.1287,0.2264,113.68,0.1210,0.0921,-136.83,-0.0000,0.0000,9.8,0.075966
32.29,-0.2760,0.2647,-24.92,-0.1408,0.2245,111.91,0.0736,0.1169,-136.89,-0.0002,0.0000,0.0,0.024457
32.79,-0.3061,0.1892,-24.53,-0.1736,0.2045,112.01,0.0321,0.1296,-136.75,-0.0000,0.0000,0.0,0.076825
33.30,-0.3265,0.1594,-24.10,-0.1994,0.1999,112.33,-0.0105,0.1350,-136.15,-0.0000,0.0000,10.0,0.052101
33.80,-0.3135,0.1236,-24.59,-0.2015,0.2061,111.59,-0.0464,0.1345,-135.67,-0.0001,0.0001,0.0,0.012904
34.31,-0.3251,0.1242,-24.74,-0.2194,0.2233,110.62,-0.0801,0.1510,-134.42,-0.0000,0.1030,0.0,0.047963
34.81,-0.5082,0.0263,-23.79,-0.3201,0.2077,110.78,-0.1082,0.2587,-134.76,0.0106,0.3633,9.9,0.203789
35.31,-0.5220,0.0006,-25.26,-0.2143,0.2693,110.39,-0.1521,0.4013,-135.89,-0.0008,0.2869,0.0,0.244691
35.82,-0.5075,-0.0574,-24.63,-0.1817,0.2755,111.19,-0.1999,0.4219,-136.28,-0.0013,0.0500,0.0,0.066227
36.33,-0.3766,-0.0341,-25.53,-0.1057,0.3130,110.90,-0.2302,0.3699,-136.71,-0.0000,-0.0000,10.6,0.165943
36.83,-0.3201,-0.0401,-25.31,-0.1006,0.3032,111.31,-0.2411,0.3228,-136.85,-0.0002,-0.0000,0.0,0.022007
37.33,-0.4859,-0.1374,-25.96,-0.3099,0.2010,109.98,-0.2622,0.2734,-136.00,0.0000,-0.0000,0.0,0.465555
37.83,-0.4321,-0.1259,-24.02,-0.3212,0.2201,111.93,-0.2808,0.2253,-136.14,0.0200,-0.0000,10.0,0.044137
38.33,-0.4068,-0.1193,-23.34,-0.3263,0.2243,112.61,-0.2949,0.1829,-136.00,0.0000,-0.0000,0.0,0.013167
38.84,-0.3534,-0.1249,-22.54,-0.3257,0.2140,113.39,-0.3025,0.1462,-136.12,0.0000,-0.0000,0.0,0.020450
39.34,-0.3264,-0.1260,-22.51,-0.3190,0.2084,113.40,-0.3059,0.1142,-136.05,0.0000,-0.0000,10.0,0.017540
39.85,-0.2617,-0.1051,-20.76,-0.3114,0.2080,115.18,-0.3033,0.0787,-136.34,0.0000,-0.0627,0.0,0.014745
40.35,0.0184,0.0673,-22.43,-0.0997,0.3266,114.15,-0.2842,-0.0036,-136.80,-0.0025,-0.2410,0.0,0.485182
40.85,0.0739,0.1281,-20.45,-0.1570,0.2942,116.26,-0.2510,-0.1376,-136.88,-0.0030,-0.3086,9.9,0.131420
41.35,0.1509,0.1917,-22.33,-0.1269,0.2994,115.70,-0.2064,-0.2140,-138.33,0.0053,-0.1555,0.0,0.061161
41.85,0.0842,0.2472,-21.11,-0.1660,0.2970,117.64,-0.1591,-0.1956,-138.86,-0.0000,-0.0013,0.0,0.078401
42.37,0.0569,0.2735,-21.17,-0.1405,0.3265,117.14,-0.1315,-0.1353,-138.32,-0.0000,0.0200,9.9,0.075008
42.88,-0.2388,0.1691,-19.23,-0.3685,0.2354,118.89,-0.1222,-0.0782,-138.47,0.0000,0.0000,0.0,0.486845
43.39,-0.2810,0.1676,-21.16,-0.3920,0.2585,117.14,-0.1374,-0.0491,-138.32,0.0000,0.0000,0.0,0.064076
43.89,-0.3161,0.1399,-21.95,-0.4125,0.2548,116.10,-0.1571,-0.0244,-138.21,0.0000,0.0000,9.9,0.041280
44.42,-0.3306,0.1120,-22.78,-0.4145,0.2555,115.02,-0.1775,-0.0062,-138.45,-0.0000,0.0000,0.0,0.004086
44.92,-0.3272,0.0853,-23.39,-0.4047,0.2572,115.05,-0.1954,0.0065,-138.53,-0.0000,0.0000,0.0,0.019638
45.43,-0.3272,0.0853,-23.39,-0.4047,0.2572,115.05,-0.2109,0.0158,-138.77,0.0000,0.0000,10.4,0.000000
45.93,-0.3382,0.0755,-23.68,-0.4128,0.2735,114.96,-0.2259,0.0229,-138.95,0.0000,0.0000,0.0,0.036381
46.43,-0.3290,0.0484,-24.13,-0.4028,0.2692,114.77,-0.2389,0.0274,-139.15,0.0000,0.0000,0.0,0.021783
46.93,-0.3290,0.0484,-24.13,-0.4028,0.2692,114.77,-0.2495,0.0298,-139.28,0.0000,0.0000,10.0,0.000000
47.44,-0.3055,0.0160,-23.48,-0.3873,0.2573,115.63,-0.2572,0.0297,-139.12,0.0000,0.0000,0.0,0.038862
47.95,-0.3055,0.0160,-23.48,-0.3873,0.2573,115.63,-0.2698,0.0281,-138.64,-0.0632,0.0000,0.0,0.000000
48.45,-0.1968,-0.0905,-20.33,-0.3318,0.2198,118.00,-0.3453,0.0265,-138.71,-0.2442,0.0249,9.9,0.133700
48.95,-0.1895,-0.1502,-23.54,-0.3763,0.2585,116.73,-0.4561,0.0154,-140.59,-0.2849,0.0029,0.0,0.117641
49.47,-0.1865,-0.1648,-26.90,-0.4070,0.3007,115.40,-0.5292,-0.0054,-143.18,-0.1362,-0.0016,0.0,0.101046
49.97,-0.1519,-0.1648,-25.40,-0.4071,0.3015,116.23,-0.5299,-0.0248,-141.66,-0.0559,-0.0180,9.9,0.001657
50.49,-0.1516,-0.1414,-24.21,-0.4087,0.3065,115.82,-0.4926,-0.0432,-139.75,0.0000,0.0000,0.0,0.010015
50.99,-0.1832,-0.0826,-25.29,-0.4255,0.3181,115.17,-0.4534,-0.0505,-140.43,0.0000,0.0000,0.0,0.040630
51.51,-0.1970,-0.0651,-24.31,-0.4418,0.3083,116.28,-0.4338,-0.0602,-140.97,-0.0200,-0.0200,10.4,0.037052
52.01,-0.1895,-0.0405,-24.73,-0.4367,0.3054,116.53,-0.4099,-0.0657,-141.22,0.0000,-0.0000,0.0,0.011793
52.51,-0.2034,-0.0182,-24.41,-0.4399,0.3083,116.75,-0.3849,-0.0612,-141.23,0.0000,-0.0000,0.0,0.008561
53.01,-0.2128,-0.0065,-24.60,-0.4332,0.3027,116.57,-0.3642,-0.0554,-141.84,0.0000,-0.0000,10.0,0.017229
53.52,-0.2568,0.0389,-25.77,-0.4566,0.3339,115.78,-0.3483,-0.0476,-141.79,0.0000,-0.0000,0.0,0.077425
54.02,-0.2568,0.0389,-25.77,-0.4566,0.3339,115.78,-0.3371,-0.0370,-141.80,0.0000,-0.0000,0.0,0.000000
54.52,-0.2893,0.0640,-27.28,-0.4553,0.3524,114.48,-0.3283,-0.0268,-141.46,0.0206,-0.0000,10.0,0.036967
55.02,-0.3466,0.1345,-25.09,-0.4500,0.3423,114.68,-0.2500,-0.0095,-138.82,0.2696,0.0132,0.0,0.022635
55.52,-0.4016,0.2289,-24.89,-0.4424,0.3369,114.95,-0.1121,0.0088,-140.03,0.3494,-0.0273,0.0,0.018573
56.03,-0.4975,0.3487,-27.68,-0.4822,0.3825,112.95,-0.0147,0.0360,-140.85,0.2022,0.0020,9.9,0.119552
56.53,-0.5035,0.3142,-23.41,-0.4504,0.3646,115.31,-0.0236,0.0703,-138.89,-0.0002,0.0000,0.0,0.072655
57.05,-0.5080,0.2659,-22.82,-0.4536,0.3664,114.92,-0.0822,0.0976,-137.73,0.0000,0.0000,0.0,0.007094
57.55,-0.5196,0.2315,-22.46,-0.4685,0.3775,115.10,-0.1299,0.1160,-137.76,0.0200,0.0000,9.8,0.036923
58.05,-0.5207,0.2030,-24.55,-0.4693,0.3997,113.79,-0.1625,0.1277,-138.52,0.0200,0.0000,0.0,0.044358
58.57,-0.5193,0.1795,-24.47,-0.4720,0.3978,113.99,-0.2008,0.1352,-138.61,0.0000,0.0000,0.0,0.006302
59.07,-0.5252,0.1447,-23.21,-0.4972,0.4091,115.08,-0.2402,0.1381,-138.34,0.0000,0.0000,9.9,0.055187
59.58,-0.5054,0.1090,-22.23,-0.4912,0.3935,116.12,-0.2721,0.1358,-138.50,0.0000,0.0000,0.0,0.033301
60.09,-0.4783,0.0839,-21.89,-0.4924,0.4070,116.70,-0.2992,0.1318,-138.58,0.0000,0.0000,0.0,0.026248
60.60,-0.4696,0.0663,-21.79,-0.4816,0.4121,116.11,-0.3202,0.1517,-137.86,-0.0000,0.1469,9.9,0.023675
61.10,-0.5605,0.0101,-22.06,-0.4918,0.4196,116.69,-0.3409,0.2761,-139.66,0.0030,0.3882,0.0,0.025346
61.60,-0.6682,-0.0667,-20.45,-0.5257,0.4288,119.56,-0.3748,0.4073,-138.89,0.0006,0.2958,0.0,0.070105
62.10,-0.7094,-0.1202,-17.54,-0.5288,0.4319,119.51,-0.4136,0.4151,-136.29,0.0000,-0.0004,10.7,0.008782
62.61,-0.6329,-0.1032,-14.39,-0.5567,0.4536,121.29,-0.4406,0.3413,-135.91,0.0000,-0.0300,0.0,0.068501
63.11,-0.5861,-0.0990,-16.06,-0.5517,0.4451,120.06,-0.4598,0.2836,-136.53,0.0000,0.0000,0.0,0.019520
63.62,-0.5646,-0.0751,-18.70,-0.5709,0.4563,118.26,-0.4734,0.2373,-137.18,0.0000,-0.0000,9.9,0.044318
64.12,-0.5457,-0.0796,-18.51,-0.5804,0.4464,118.77,-0.4825,0.1967,-137.44,0.0000,-0.0200,0.0,0.027589
64.62,-0.4916,-0.0454,-18.39,-0.5743,0.4619,118.87,-0.4844,0.1602,-137.38,0.0000,-0.0000,0.0,0.033392
65.13,-0.4595,-0.0450,-17.78,-0.5670,0.4513,119.49,-0.4829,0.1360,-137.23,-0.0000,-0.0000,9.9,0.025039
65.63,-0.4459,-0.0379,-18.37,-0.5671,0.4458,118.91,-0.4790,0.1144,-137.21,-0.0000,-0.0000,0.0,0.010950
66.14,-0.4272,-0.0165,-17.86,-0.5704,0.4499,119.18,-0.4740,0.0820,-137.44,0.0000,-0.0977,0.0,0.010416
66.65,-0.3163,0.0721,-17.44,-0.5642,0.4655,119.93,-0.4630,-0.0322,-137.56,0.0008,-0.3485,9.9,0.032616
67.15,-0.2273,0.1706,-18.78,-0.5809,0.4756,119.93,-0.4387,-0.1668,-139.05,-0.0047,-0.2440,0.0,0.039028
67.65,-0.2030,0.1949,-19.23,-0.5765,0.4773,119.74,-0.4196,-0.1867,-138.49,-0.0492,-0.0390,0.0,0.009593
68.17,-0.2371,0.1880,-20.10,-0.5781,0.4706,119.38,-0.4099,-0.1405,-139.77,0.0005,0.0300,9.9,0.013191
68.68,-0.2787,0.1887,-20.04,-0.5768,0.4765,119.88,-0.3867,-0.0886,-139.56,-0.0002,0.0202,0.0,0.011906
69.18,-0.3357,0.1566,-20.02,-0.5736,0.4581,119.33,-0.3786,-0.0458,-139.67,0.0002,0.0200,0.0,0.037327
69.69,-0.3567,0.1413,-20.94,-0.5702,0.4533,118.63,-0.3754,-0.0159,-141.05,0.0000,0.0002,10.6,0.011544
70.19,-0.3911,0.1398,-23.66,-0.5718,0.4678,118.78,-0.3757,0.0032,-142.82,-0.0000,0.0204,0.0,0.028840
70.69,-0.4016,0.1102,-24.23,-0.5638,0.4504,118.69,-0.3777,0.0231,-142.99,0.0000,0.0000,0.0,0.038132
71.19,-0.4016,0.1102,-24.23,-0.5638,0.4504,118.69,-0.3805,0.0334,-143.17,0.0000,0.0000,10.0,0.000000
71.70,-0.4016,0.1102,-24.23,-0.5638,0.4504,118.69,-0.3831,0.0428,-143.36,0.0000,0.0003,0.0,0.000000
72.20,-0.4237,0.0880,-25.68,-0.5628,0.4463,117.58,-0.3879,0.0481,-143.44,-0.0000,0.0001,0.0,0.008437
72.70,-0.4237,0.0880,-25.68,-0.5628,0.4463,117.58,-0.3921,0.0528,-143.87,-0.0000,0.0000,10.0,0.000000
73.20,-0.4237,0.0880,-25.68,-0.5628,0.4463,117.58,-0.3958,0.0570,-144.17,0.0000,0.0000,0.0,0.000000
73.71,-0.4237,0.0880,-25.68,-0.5628,0.4463,117.58,-0.3991,0.0606,-144.39,0.0000,0.0000,0.0,0.000000
74.21,-0.4427,0.0626,-27.04,-0.5702,0.4472,117.30,-0.4027,0.0632,-144.32,0.0000,0.0000,9.9,0.014837
74.73,-0.4427,0.0626,-27.04,-0.5702,0.4472,117.30,-0.4074,0.0632,-143.47,0.0000,0.0000,0.0,0.000000
75.23,-0.4427,0.0626,-27.04,-0.5702,0.4472,117.30,-0.4120,0.0631,-144.27,-0.0000,0.0002,0.0,0.000000
75.73,-0.4222,0.0603,-24.76,-0.5628,0.4549,118.28,-0.4161,0.0630,-142.27,0.0003,0.0000,9.9,0.021177
76.23,-0.4301,0.0468,-22.79,-0.5688,0.4436,117.68,-0.4171,0.0610,-139.89,0.0002,0.0000,0.0,0.025527
76.73,-0.4301,0.0468,-22.79,-0.5688,0.4436,117.68,-0.4169,0.0593,-139.69,-0.0000,0.0000,0.0,0.000000
77.25,-0.4208,0.0440,-19.64,-0.5606,0.4381,117.51,-0.4143,0.0579,-137.01,-0.0001,0.0000,9.9,0.019260
77.75,-0.4208,0.0440,-19.64,-0.5606,0.4381,117.51,-0.4085,0.0551,-137.45,0.0299,-0.0002,0.0,0.000000
78.25,-0.4208,0.0440,-19.64,-0.5606,0.4381,117.51,-0.3959,0.0521,-137.52,0.0339,-0.0164,0.0,0.000000
78.77,-0.4222,0.0590,-20.78,-0.5526,0.4323,116.75,-0.3800,0.0450,-137.57,0.0496,-0.0212,9.9,0.018902
79.27,-0.4181,0.0740,-21.85,-0.5432,0.4264,115.71,-0.3620,0.0347,-137.54,0.0504,-0.0300,0.0,0.022233
79.78,-0.4114,0.0986,-21.83,-0.5382,0.4257,115.74,-0.3410,0.0245,-137.57,0.0604,-0.0359,0.0,0.010123
80.28,-0.4168,0.1222,-22.25,-0.5399,0.4262,115.33,-0.3213,0.0168,-137.58,0.0605,-0.0399,10.6,0.003617
80.78,-0.4235,0.1518,-22.70,-0.5397,0.4341,114.90,-0.3035,0.0143,-137.59,0.0605,-0.0300,0.0,0.015754
81.29,-0.4235,0.1518,-22.70,-0.5397,0.4341,114.90,-0.2905,0.0176,-137.62,0.0505,-0.0200,0.0,0.000000
81.79,-0.4235,0.1518,-22.70,-0.5397,0.4341,114.90,-0.2881,0.0243,-137.64,0.0300,-0.0200,9.9,0.000000
82.29,-0.4392,0.1397,-23.26,-0.5264,0.4198,114.39,-0.2914,0.0368,-137.65,0.0200,-0.0000,0.0,0.038959
82.79,-0.4392,0.1397,-23.26,-0.5264,0.4198,114.39,-0.2993,0.0489,-137.68,0.0201,-0.0000,0.0,0.000000
83.29,-0.4428,0.1064,-22.87,-0.5211,0.4116,114.84,-0.3139,0.0586,-137.70,0.0002,-0.0000,10.0,0.019442
83.79,-0.4428,0.1064,-22.87,-0.5211,0.4116,114.84,-0.3291,0.0643,-137.72,0.0000,-0.0000,0.0,0.000000
84.31,-0.4484,0.0844,-22.21,-0.5323,0.4114,115.51,-0.3430,0.0670,-137.73,0.0002,-0.0000,0.0,0.021652
84.82,-0.4358,0.0527,-21.36,-0.5305,0.3981,116.39,-0.3539,0.0681,-137.74,0.0000,-0.0000,9.9,0.026655
85.32,-0.4358,0.0527,-21.36,-0.5305,0.3981,116.39,-0.3639,0.0663,-137.77,0.0000,-0.0000,0.0,0.000000
85.83,-0.4203,0.0469,-21.03,-0.5298,0.4079,116.77,-0.3722,0.0646,-137.79,0.0000,-0.0000,0.0,0.019037
86.33,-0.4203,0.0469,-21.03,-0.5298,0.4079,116.77,-0.3781,0.0624,-137.81,0.0000,-0.0000,9.9,0.000000
86.85,-0.4203,0.0469,-21.03,-0.5298,0.4079,116.77,-0.3830,0.0606,-137.83,0.0000,-0.0000,0.0,0.000000
87.35,-0.4203,0.0469,-21.03,-0.5298,0.4079,116.77,-0.3875,0.0589,-137.83,0.0000,-0.0000,0.0,0.000000
87.87,-0.4203,0.0469,-21.03,-0.5298,0.4079,116.77,-0.3914,0.0575,-137.86,0.0000,0.0000,10.4,0.000000
88.37,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.3949,0.0548,-137.88,0.0000,0.0000,0.0,0.038954
88.87,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.3979,0.0520,-137.88,0.0000,0.0000,0.0,0.000000
89.37,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4007,0.0495,-137.91,0.0000,0.0000,9.9,0.000000
89.88,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4031,0.0473,-137.93,0.0000,0.0000,0.0,0.000000
90.39,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4052,0.0453,-137.95,0.0000,0.0000,0.0,0.000000
90.89,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4071,0.0437,-137.96,0.0000,0.0000,9.9,0.000000
91.39,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4088,0.0421,-137.98,0.0000,0.0000,0.0,0.000000
91.89,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4102,0.0408,-138.00,0.0000,0.0000,0.0,0.000000
92.39,-0.4210,0.0310,-20.67,-0.5494,0.4059,117.20,-0.4115,0.0396,-138.03,0.0000,0.0000,10.0,0.000000
92.91,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.4116,0.0383,-138.05,0.0000,0.0000,0.0,0.019552
93.41,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.4089,0.0360,-138.07,0.0000,0.0000,0.0,0.000000
93.92,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.4063,0.0339,-138.09,0.0000,0.0000,9.9,0.000000
94.42,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.4042,0.0322,-138.11,0.0000,0.0000,0.0,0.000000
94.92,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.4023,0.0306,-138.12,0.0000,0.0000,0.0,0.000000
95.43,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.4006,0.0293,-138.14,0.0000,0.0000,9.9,0.000000
95.93,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.3991,0.0280,-138.17,0.0000,0.0000,0.0,0.000000
96.43,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.3978,0.0270,-138.17,0.0000,0.0000,0.0,0.000000
96.95,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.3966,0.0260,-138.19,0.0000,0.0000,9.9,0.000000
97.45,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.3956,0.0252,-138.22,0.0000,0.0000,0.0,0.000000
97.95,-0.3881,0.0191,-21.24,-0.5394,0.4046,116.81,-0.3947,0.0245,-138.23,0.0000,0.0000,0.0,0.000000
