elapsed_s,fc_vx,fc_vy,odom_vx,odom_vy,filt_vx,filt_vy,filt_px,filt_py,odom_base_x,odom_base_y,odom_base_yaw,map_odom_x,map_odom_y,map_odom_yaw,amcl_x,amcl_y,amcl_yaw,amcl_delta,pos_gap_x,pos_gap_y,odom_drift_speed
0.20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
0.41,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
0.62,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
0.83,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.03,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.44,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.64,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
1.85,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.05,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.26,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.46,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
2.66,0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.74,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.188085,0.0000,0.0000,0.0000
2.87,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.76,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.07,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.76,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.28,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.76,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.49,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.77,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.69,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.78,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
3.89,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.79,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.09,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.79,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.80,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.81,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.81,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
4.91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.81,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.81,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.82,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.51,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.82,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.71,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.83,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
5.92,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.84,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
6.12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-57.84,0.0378,-0.0086,34.17,0.0000,0.0000,0.00,0.000000,0.0000,0.0000,0.0000
