elapsed_s,fc_vx,fc_vy,odom_vx,odom_vy,filt_vx,filt_vy,tf_px,tf_py,dir_flag
4.48,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0140,0.0000,0
4.68,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0140,0.0000,0
4.89,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0140,0.0000,0
5.09,-0.0200,-0.0100,-0.0200,0.0000,-0.0273,0.0000,-0.0160,0.0000,0
5.30,-0.0100,-0.0100,0.0000,0.0000,-0.0003,0.0000,-0.0189,0.0000,0
5.50,0.0000,0.0000,0.0000,0.0000,-0.0000,0.0000,-0.0189,0.0000,0
5.70,-0.0200,0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.0209,0.0000,0
5.90,-0.0100,-0.0100,0.0000,0.0000,-0.0000,0.0000,-0.0220,0.0000,0
6.10,-0.0400,-0.0100,-0.0400,0.0000,-0.0393,-0.0023,-0.0261,-0.0013,0
6.30,-0.0500,-0.0100,-0.0500,0.0000,-0.0500,-0.0000,-0.0356,-0.0014,0
6.50,-0.0600,0.0000,-0.0600,0.0000,-0.0594,-0.0000,-0.0457,-0.0014,0
6.70,-0.0500,0.0000,-0.0500,0.0000,-0.0503,-0.0000,-0.0572,-0.0014,0
6.91,-0.0400,0.0000,-0.0400,0.0000,-0.0400,-0.0000,-0.0667,-0.0014,0
7.11,-0.0300,0.0000,-0.0300,0.0000,-0.0301,-0.0000,-0.0738,-0.0014,0
7.32,-0.0100,-0.0100,0.0000,0.0000,-0.0100,-0.0000,-0.0785,-0.0014,0
7.52,-0.0200,-0.0100,-0.0200,0.0000,-0.0200,-0.0000,-0.0814,-0.0014,0
7.72,0.0000,-0.0100,0.0000,0.0000,-0.0001,-0.0000,-0.0837,-0.0014,0
7.92,0.0100,-0.0200,0.0000,-0.0200,-0.0000,-0.0100,-0.0838,-0.0015,0
8.12,0.1200,-0.0100,0.1100,0.0000,0.0972,-0.0012,-0.0757,-0.0045,0
8.33,0.2900,0.0000,0.2900,0.0000,0.2620,-0.0000,-0.0395,-0.0046,0
8.53,0.5100,-0.0200,0.4900,-0.0200,0.4716,-0.0150,0.0357,-0.0049,0
8.73,0.6200,-0.0300,0.6200,-0.0300,0.6126,-0.0300,0.1466,-0.0100,0
8.93,0.5100,-0.0400,0.5300,-0.0400,0.5583,-0.0394,0.2627,-0.0163,0
9.13,0.2600,0.0000,0.2900,0.0000,0.3226,-0.0013,0.3496,-0.0210,0
9.34,0.0300,0.0100,0.0300,0.0000,0.0492,-0.0000,0.3879,-0.0210,0
9.54,-0.0600,0.0000,-0.0600,0.0000,-0.0541,-0.0000,0.3868,-0.0210,0
9.74,-0.0600,0.0100,-0.0600,0.0000,-0.0606,-0.0000,0.3737,-0.0210,0
9.94,-0.0300,0.0100,-0.0300,0.0000,-0.0354,-0.0000,0.3624,-0.0210,0
10.14,-0.0100,0.0000,0.0000,0.0000,-0.0025,-0.0000,0.3590,-0.0210,0
10.35,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
10.55,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
10.76,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
10.96,-0.0100,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
11.16,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
11.36,0.0000,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
11.56,-0.0100,0.0000,0.0000,0.0000,-0.0000,-0.0000,0.3590,-0.0210,0
11.77,-0.0900,-0.0100,-0.0900,0.0000,-0.0826,-0.0000,0.3512,-0.0210,0
11.97,-0.2200,-0.0100,-0.2100,0.0000,-0.1839,-0.0000,0.3268,-0.0210,0
12.17,-0.3900,0.0300,-0.3700,0.0300,-0.3467,0.0175,0.2709,-0.0203,0
12.37,-0.4800,0.0300,-0.4800,0.0300,-0.4674,0.0299,0.1850,-0.0145,0
12.57,-0.5900,0.0000,-0.5900,0.0000,-0.5728,0.0002,0.0795,-0.0112,0
12.77,-0.5800,0.0000,-0.5800,0.0000,-0.6012,0.0000,-0.0342,-0.0112,0
12.98,-0.4200,0.0500,-0.4200,0.0500,-0.4795,0.0338,-0.1435,-0.0091,0
13.18,-0.1200,0.0600,-0.1200,0.0600,-0.1479,0.0650,-0.2113,0.0037,0
13.38,0.0600,0.0400,0.0600,0.0400,0.0502,0.0403,-0.2206,0.0148,0
13.58,0.0700,0.0200,0.0700,0.0300,0.0706,0.0300,-0.2055,0.0220,0
13.78,0.0400,0.0200,0.0400,0.0200,0.0506,0.0200,-0.1951,0.0256,0
13.98,0.0400,0.0200,0.0400,0.0200,0.0350,0.0200,-0.1873,0.0301,0
14.18,0.1100,0.0200,0.1100,0.0000,0.1017,0.0002,-0.1743,0.0325,0
14.39,0.1500,0.0200,0.1500,0.0200,0.1493,0.0200,-0.1494,0.0352,0
14.59,0.1500,0.0200,0.1500,0.0200,0.1507,0.0200,-0.1173,0.0395,0
14.80,0.0900,0.0100,0.0900,0.0000,0.1067,0.0006,-0.0947,0.0419,0
15.00,0.0500,0.0000,0.0500,0.0000,0.0507,0.0000,-0.0773,0.0420,0
15.20,0.0300,-0.0100,0.0300,0.0000,0.0300,0.0000,-0.0696,0.0420,0
15.40,0.0400,0.0000,0.0400,0.0000,0.0399,0.0000,-0.0623,0.0420,0
15.60,0.0400,-0.0100,0.0400,0.0000,0.0400,0.0000,-0.0543,0.0420,0
15.80,0.0300,0.0000,0.0300,0.0000,0.0288,0.0000,-0.0479,0.0420,0
16.01,0.0000,0.0000,0.0000,0.0000,0.0006,0.0000,-0.0451,0.0420,0
16.21,0.0000,-0.0100,0.0000,0.0000,0.0000,0.0000,-0.0451,0.0420,0
16.42,-0.0100,-0.0300,0.0000,-0.0300,0.0000,-0.0273,-0.0451,0.0399,0
16.62,0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0013,-0.0451,0.0360,0
16.82,0.0200,0.0000,0.0200,0.0000,0.0200,-0.0000,-0.0431,0.0360,0
17.02,0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,-0.0421,0.0360,0
17.22,0.0100,0.0000,0.0000,0.0000,0.0156,-0.0000,-0.0414,0.0360,0
17.43,0.0300,0.0000,0.0300,0.0000,0.0294,-0.0000,-0.0380,0.0360,0
17.63,0.0400,0.0000,0.0400,0.0000,0.0107,-0.0000,-0.0344,0.0360,0
17.83,0.0400,0.0000,0.0400,0.0000,0.0360,-0.0000,-0.0284,0.0360,0
18.04,0.0300,0.0000,0.0300,0.0000,0.0312,-0.0000,-0.0218,0.0360,0
18.24,0.0400,0.0000,0.0400,0.0000,0.0375,-0.0000,-0.0154,0.0360,0
18.44,0.0300,0.0000,0.0300,0.0000,0.0394,-0.0000,-0.0081,0.0360,0
18.64,0.0300,0.0100,0.0300,0.0000,0.0389,-0.0000,-0.0010,0.0360,0
18.84,0.0300,0.0100,0.0300,0.0000,0.0348,-0.0000,0.0053,0.0360,0
19.04,0.0300,0.0100,0.0300,0.0000,0.0300,-0.0000,0.0122,0.0360,0
19.25,0.0300,0.0100,0.0300,0.0000,0.0300,0.0005,0.0181,0.0367,0
19.45,0.0300,0.0100,0.0300,0.0000,0.0300,0.0006,0.0237,0.0378,0
19.66,0.0300,0.0200,0.0300,0.0200,0.0300,0.0162,0.0302,0.0401,0
19.86,0.0300,0.0200,0.0300,0.0200,0.0300,0.0200,0.0362,0.0439,0
20.06,0.0300,0.0200,0.0300,0.0200,0.0300,0.0178,0.0421,0.0470,0
20.26,0.0200,0.0100,0.0200,0.0000,0.0250,0.0000,0.0486,0.0489,0
20.47,0.0200,0.0100,0.0200,0.0000,0.0200,0.0000,0.0525,0.0489,0
20.67,0.0200,0.0100,0.0200,0.0000,0.0200,0.0000,0.0565,0.0489,0
20.87,0.0200,0.0100,0.0200,0.0000,0.0200,0.0000,0.0606,0.0489,0
21.07,0.0200,0.0100,0.0200,0.0000,0.0100,0.0000,0.0646,0.0489,0
21.27,0.0100,0.0100,0.0000,0.0000,0.0001,0.0000,0.0658,0.0489,0
21.48,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.0658,0.0489,0
21.68,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.0658,0.0489,0
21.88,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0658,0.0489,0
22.08,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0658,0.0489,0
22.28,0.0200,0.0000,0.0000,0.0000,0.0009,0.0000,0.0665,0.0489,0
22.48,0.0200,0.0000,0.0000,0.0000,0.0022,0.0000,0.0680,0.0489,0
22.68,0.0200,0.0000,0.0000,0.0000,0.0011,0.0000,0.0699,0.0489,0
22.89,0.0100,0.0000,0.0000,0.0000,0.0011,0.0000,0.0719,0.0489,0
23.09,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
23.29,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
23.50,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
23.70,0.0100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
23.90,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
24.10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
24.30,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
24.50,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
24.70,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
24.91,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
25.11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
25.31,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
25.52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
25.72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
25.92,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
26.12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
26.32,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
26.52,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
26.72,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
26.93,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
27.13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
27.33,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
27.53,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
27.73,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
27.94,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
28.14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
28.34,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
28.54,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
28.75,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
28.95,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
29.16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
29.36,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
29.57,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
29.77,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
29.97,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0719,0.0489,0
