elapsed_s,amcl_x,amcl_y,amcl_yaw_deg,map_odom_x,map_odom_y,map_odom_yaw_deg,odom_base_x,odom_base_y,odom_base_yaw_deg,filt_vx,filt_vy,scan_hz,amcl_active
16.17,0.0000,0.0000,0.00,-0.0010,-0.0001,4.09,-0.0000,-0.0071,-22.87,0.0000,0.0000,0.0,0.000000
16.68,0.0000,0.0000,0.00,-0.0010,-0.0001,4.09,-0.0000,-0.0071,-22.88,0.0000,0.0000,10.0,0.000000
17.19,0.0000,0.0000,0.00,-0.0010,-0.0001,4.09,-0.0000,-0.0071,-22.86,0.0000,0.0000,0.0,0.000000
17.71,0.0000,0.0000,0.00,-0.0010,-0.0001,4.09,-0.0000,-0.0071,-22.87,0.0000,0.0000,0.0,0.000000
18.21,0.0000,0.0000,0.00,-0.0010,-0.0001,4.09,-0.0000,-0.0071,-22.86,0.0000,0.0000,9.8,0.000000
18.71,0.0000,0.0000,0.00,-0.0010,-0.0001,4.09,-0.0001,-0.0071,-22.87,-0.0003,-0.0000,0.0,0.000000
19.22,-0.0014,-0.0094,-17.64,-0.0019,-0.0023,4.15,-0.0000,-0.0071,-20.99,0.0000,0.0001,0.0,0.004732
19.72,-0.0014,-0.0094,-17.64,-0.0019,-0.0023,4.15,0.0057,-0.0071,-22.89,0.0386,0.0000,10.6,0.000000
20.23,0.0236,-0.0144,-18.03,-0.0038,-0.0052,3.77,0.0328,-0.0118,-21.23,0.0730,-0.0060,0.0,0.006844
20.73,0.0495,-0.0150,-17.47,-0.0015,-0.0057,3.73,0.0565,-0.0129,-21.86,0.0305,-0.0004,0.0,0.004647
21.23,0.0655,-0.0097,-20.09,0.0002,-0.0011,3.83,0.0668,-0.0129,-24.02,0.0269,-0.0001,9.9,0.009691
21.73,0.0869,-0.0090,-19.96,-0.0007,-0.0022,3.97,0.0870,-0.0129,-24.03,0.0400,-0.0000,0.0,0.002765
22.23,0.0869,-0.0090,-19.96,-0.0007,-0.0022,3.97,0.1062,-0.0129,-24.05,0.0210,-0.0000,0.0,0.000000
22.75,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1162,-0.0130,-24.22,0.0200,-0.0000,9.9,0.009642
23.25,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-24.28,0.0000,-0.0000,0.0,0.000000
23.77,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-24.56,0.0000,-0.0000,0.0,0.000000
24.27,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-24.75,-0.0000,-0.0000,9.9,0.000000
24.77,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-25.06,-0.0000,-0.0000,0.0,0.000000
25.29,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-24.85,-0.0000,-0.0000,0.0,0.000000
25.79,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-24.71,-0.0000,-0.0000,9.9,0.000000
26.29,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-25.16,-0.0000,-0.0000,0.0,0.000000
26.79,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-25.34,-0.0000,-0.0000,0.0,0.000000
27.31,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1225,-0.0130,-25.43,-0.0000,-0.0000,9.9,0.000000
27.81,0.1129,-0.0076,-20.21,0.0043,-0.0024,4.12,0.1260,-0.0114,-25.41,0.0211,0.0008,0.0,0.000000
28.31,0.1460,-0.0099,-21.64,0.0052,-0.0052,4.48,0.1439,-0.0187,-26.95,0.0247,-0.0353,0.0,0.005772
28.81,0.1847,-0.0262,-18.49,0.0150,-0.0162,4.97,0.1864,-0.0212,-22.49,0.1782,0.0321,10.0,0.029504
29.31,0.3160,-0.0038,-19.55,0.0196,-0.0081,4.41,0.3342,-0.0212,-24.66,0.3708,-0.0246,0.0,0.018686
29.83,0.4351,0.0071,-21.36,0.0054,0.0059,3.73,0.4373,-0.0267,-25.10,0.0304,0.0005,0.0,0.038404
30.33,0.4515,0.0092,-22.52,0.0018,0.0087,3.47,0.4532,-0.0268,-26.07,0.0400,-0.0000,10.5,0.009239
30.83,0.4637,0.0096,-22.54,0.0018,0.0087,3.47,0.4719,-0.0268,-26.01,0.0301,-0.0000,0.0,0.000000
31.33,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.37,0.0000,-0.0000,0.0,0.020705
31.83,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.41,0.0000,-0.0000,10.0,0.000000
32.33,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.25,-0.0000,-0.0000,0.0,0.000000
32.85,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.44,-0.0000,-0.0000,0.0,0.000000
33.35,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.50,-0.0000,-0.0000,9.9,0.000000
33.85,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.32,-0.0000,-0.0000,0.0,0.000000
34.35,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.17,-0.0000,-0.0000,0.0,0.000000
34.85,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4800,-0.0268,-25.43,-0.0000,-0.0000,10.0,0.000000
35.37,0.4637,0.0096,-22.54,-0.0086,0.0083,3.41,0.4792,-0.0296,-25.60,-0.0198,-0.0000,0.0,0.000000
35.87,0.4582,0.0089,-21.45,-0.0110,0.0131,3.11,0.4594,-0.0277,-24.80,-0.0261,0.0072,0.0,0.010751
36.39,0.4257,0.0155,-22.29,-0.0143,0.0231,2.46,0.4129,-0.0276,-23.88,-0.2095,-0.0143,9.8,0.020287
36.89,0.2762,-0.0053,-22.52,-0.0058,0.0104,2.68,0.2590,-0.0281,-25.23,-0.3595,0.0102,0.0,0.030490
37.39,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1692,-0.0262,-25.23,-0.0004,0.0000,0.0,0.032362
37.90,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1768,-0.0262,-24.85,0.0300,0.0000,9.9,0.000000
38.40,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1934,-0.0262,-25.04,0.0000,0.0000,0.0,0.000000
38.91,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1934,-0.0317,-25.25,0.0000,-0.0200,0.0,0.000000
39.41,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1934,-0.0331,-25.48,0.0000,-0.0000,10.6,0.000000
39.91,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1934,-0.0331,-25.93,0.0000,0.0000,0.0,0.000000
40.41,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1934,-0.0351,-25.93,0.0000,-0.0000,0.0,0.000000
40.91,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1933,-0.0351,-25.30,-0.0000,0.0000,10.0,0.000000
41.43,0.1678,-0.0197,-21.87,-0.0147,-0.0033,3.12,0.1933,-0.0351,-24.22,0.0005,0.0012,0.0,0.000000
41.93,0.1849,-0.0225,-18.52,-0.0110,0.0003,3.27,0.1947,-0.0349,-21.53,0.0102,-0.0508,0.0,0.010283
42.43,0.1786,-0.1077,-15.33,-0.0231,0.0221,3.90,0.1922,-0.1563,-18.84,-0.0259,-0.4154,9.9,0.049866
42.95,0.1765,-0.2387,-11.14,-0.0250,0.0605,4.23,0.1775,-0.3320,-15.17,-0.0000,-0.0221,0.0,0.074374
43.45,0.1573,-0.2645,-12.22,-0.0361,0.0637,4.81,0.1643,-0.3431,-17.53,-0.0483,0.0138,0.0,0.022937
43.97,0.1333,-0.1508,-16.83,-0.0279,0.0775,5.85,0.1369,-0.2138,-22.91,-0.0211,0.5462,9.7,0.030762
44.47,0.0823,0.1328,-18.35,-0.0457,0.0762,6.75,0.1337,0.0412,-24.70,0.0000,-0.0151,0.0,0.035534
44.99,0.0823,0.1328,-18.35,-0.0457,0.0762,6.75,0.1294,0.0286,-24.21,-0.0159,-0.1706,0.0,0.000000
45.49,0.0724,0.0177,-19.46,-0.0662,0.0687,4.37,0.1344,-0.0733,-23.64,-0.0058,-0.1916,9.9,0.043493
45.99,0.0358,-0.0209,-19.96,-0.0925,0.0937,2.18,0.1165,-0.1230,-21.97,-0.0647,-0.0045,0.0,0.072318
46.49,0.0358,-0.0209,-19.96,-0.0925,0.0937,2.18,0.1016,-0.1241,-22.01,-0.0296,0.0005,0.0,0.000000
46.99,0.0249,-0.0189,-20.41,-0.0800,0.1023,1.60,0.0800,-0.1240,-22.01,-0.0500,0.0000,10.0,0.030438
47.49,-0.0022,-0.0203,-20.77,-0.0641,0.1024,1.23,0.0547,-0.1239,-22.00,-0.0500,0.0000,0.0,0.031657
48.01,-0.0219,-0.0170,-20.97,-0.0588,0.1062,1.01,0.0305,-0.1239,-21.97,-0.0500,0.0000,0.0,0.012706
48.51,-0.0448,-0.0119,-21.72,-0.0559,0.1120,0.24,0.0053,-0.1239,-21.95,-0.0402,0.0000,10.5,0.012926
49.01,-0.0677,-0.0122,-22.26,-0.0568,0.1117,-0.31,-0.0152,-0.1239,-21.95,-0.0394,0.0000,0.0,0.001904
49.51,-0.0761,-0.0145,-22.83,-0.0434,0.1089,-0.88,-0.0312,-0.1239,-21.94,-0.0298,0.0000,0.0,0.027334
50.01,-0.0761,-0.0145,-22.83,-0.0434,0.1089,-0.88,-0.0459,-0.1239,-21.93,-0.0300,0.0000,10.0,0.000000
50.53,-0.0956,-0.0309,-22.57,-0.0421,0.0924,-0.64,-0.0563,-0.1239,-21.93,-0.0198,0.0000,0.0,0.032141
51.03,-0.0956,-0.0309,-22.57,-0.0421,0.0924,-0.64,-0.0666,-0.1239,-21.94,-0.0200,0.0000,0.0,0.000000
51.53,-0.1130,-0.0302,-23.00,-0.0370,0.0924,-1.04,-0.0762,-0.1239,-21.94,-0.0200,0.0000,9.9,0.010111
52.05,-0.1130,-0.0302,-23.00,-0.0370,0.0924,-1.04,-0.0866,-0.1239,-21.93,-0.0200,0.0000,0.0,0.000000
