elapsed_s,fc_vx,fc_vy,odom_vx,odom_vy,filt_vx,filt_vy,tf_px,tf_py,dir_flag
5.93,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0123,0.0031,0
6.14,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0166,0.0031,0
6.34,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0201,0.0031,0
6.55,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0246,0.0031,0
6.75,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0285,0.0031,0
6.95,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.0325,0.0031,0
7.15,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
7.36,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
7.56,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
7.76,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
7.96,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
8.16,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
8.36,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
8.57,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
8.77,-0.0000,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
8.97,0.0100,0.0100,0.0000,0.0000,0.0000,0.0000,0.0345,0.0031,0
9.17,0.0200,0.0100,0.0200,0.0000,0.0200,0.0000,0.0362,0.0031,0
9.38,0.0700,0.0100,0.0700,0.0000,0.0579,0.0000,0.0443,0.0031,0
9.58,0.1500,-0.0000,0.1500,0.0000,0.1266,0.0000,0.0613,0.0031,0
9.78,0.2600,-0.0200,0.2600,-0.0200,0.2241,0.0000,0.0971,0.0031,0
9.98,0.3100,-0.0100,0.3100,0.0000,0.2897,0.0000,0.1468,0.0031,0
10.18,0.3300,-0.0000,0.3300,0.0000,0.3280,0.0000,0.2182,0.0031,0
10.39,0.3000,-0.0400,0.3000,-0.0400,0.3050,0.0000,0.2779,0.0031,1
10.59,0.2600,-0.0600,0.2600,-0.0600,0.2771,0.0000,0.3345,0.0031,1
10.79,0.2100,-0.0400,0.2100,-0.0400,0.2286,0.0000,0.3877,0.0031,1
10.99,0.1600,-0.0100,0.1600,0.0000,0.1803,0.0000,0.4260,0.0031,0
11.19,0.1100,-0.0000,0.1100,0.0000,0.1246,0.0000,0.4587,0.0031,0
11.39,0.0800,0.0100,0.0800,0.0000,0.0875,0.0000,0.4799,0.0031,0
11.60,0.0600,-0.0000,0.0600,0.0000,0.0600,0.0000,0.4928,0.0031,0
11.80,0.0500,0.0100,0.0500,0.0000,0.0500,0.0000,0.5042,0.0031,0
12.00,0.0500,-0.0000,0.0500,0.0000,0.0500,0.0000,0.5136,0.0031,0
12.20,0.0400,-0.0000,0.0400,0.0000,0.0400,0.0000,0.5228,0.0031,0
12.40,0.0300,-0.0100,0.0300,0.0000,0.0400,0.0000,0.5310,0.0031,0
12.60,0.0300,-0.0100,0.0300,0.0000,0.0300,0.0000,0.5365,0.0031,0
12.80,0.0200,-0.0000,0.0200,0.0000,0.0200,0.0000,0.5424,0.0031,0
13.00,-0.0100,-0.0000,0.0000,0.0000,0.0000,0.0000,0.5436,0.0031,0
13.21,-0.1100,-0.0100,-0.1000,0.0000,-0.0779,0.0000,0.5348,0.0031,0
13.41,-0.2100,-0.0200,-0.2100,-0.0200,-0.1660,0.0000,0.5102,0.0031,0
13.61,-0.3000,-0.0100,-0.3000,0.0000,-0.2672,0.0000,0.4637,0.0031,0
13.81,-0.3400,-0.0000,-0.3400,0.0000,-0.3233,0.0000,0.4075,0.0031,0
14.01,-0.2900,0.0100,-0.2900,0.0000,-0.3175,0.0000,0.3391,0.0031,0
14.21,-0.2300,-0.0000,-0.2300,0.0000,-0.2502,0.0000,0.2825,0.0031,0
14.41,-0.1600,-0.0000,-0.1600,0.0000,-0.1810,0.0000,0.2368,0.0031,0
14.61,-0.0800,-0.0000,-0.0800,0.0000,-0.1049,0.0000,0.2097,0.0031,0
14.82,-0.0400,-0.0000,-0.0400,0.0000,-0.0500,0.0000,0.1952,0.0031,0
15.02,0.0100,-0.0100,0.0000,0.0000,-0.0000,0.0000,0.1917,0.0031,0
15.22,0.0300,-0.0200,0.0300,-0.0200,0.0200,-0.0199,0.1951,0.0019,0
15.42,0.0300,-0.0300,0.0300,-0.0300,0.0300,-0.0300,0.2010,-0.0038,0
15.63,0.0100,-0.0300,0.0000,-0.0300,0.0200,-0.0300,0.2055,-0.0098,0
15.83,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.0200,0.2056,-0.0145,0
16.04,-0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.2056,-0.0181,0
16.24,-0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.2056,-0.0181,0
16.44,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.0180,0.2056,-0.0185,0
16.64,-0.0100,-0.0200,0.0000,-0.0200,0.0000,-0.0200,0.2056,-0.0224,0
16.84,-0.0100,-0.0200,0.0000,-0.0200,0.0000,-0.0182,0.2056,-0.0260,0
17.05,-0.0200,-0.0200,-0.0200,-0.0200,-0.0200,-0.0200,0.2031,-0.0300,0
17.25,-0.0200,-0.0200,-0.0200,-0.0200,-0.0200,-0.0200,0.1991,-0.0340,0
17.45,-0.0200,-0.0100,-0.0200,0.0000,-0.0200,-0.0017,0.1951,-0.0370,0
17.66,-0.0200,-0.0100,-0.0200,0.0000,-0.0200,-0.0000,0.1911,-0.0371,0
17.86,-0.0200,-0.0000,-0.0200,0.0000,-0.0000,-0.0000,0.1884,-0.0371,0
18.06,-0.0100,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1860,-0.0371,0
18.26,-0.0300,-0.1100,-0.0300,-0.1100,-0.0121,-0.0774,0.1835,-0.0409,0
18.46,-0.0400,-0.2600,-0.0400,-0.2600,-0.0001,-0.2122,0.1826,-0.0731,0
18.66,-0.0400,-0.4200,-0.0400,-0.4200,-0.0000,-0.3732,0.1826,-0.1310,0
18.87,-0.0500,-0.4500,-0.0400,-0.4500,-0.0000,-0.4570,0.1826,-0.2163,0
19.07,-0.0300,-0.3500,-0.0300,-0.3500,-0.0000,-0.4002,0.1826,-0.3029,0
19.27,-0.0200,-0.2400,-0.0200,-0.2400,-0.0000,-0.2929,0.1826,-0.3731,0
19.47,-0.0200,-0.0900,-0.0200,-0.0900,-0.0000,-0.1475,0.1826,-0.4159,0
19.67,-0.0200,-0.0200,-0.0200,-0.0200,-0.0200,-0.0325,0.1805,-0.4314,0
19.87,-0.0300,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,0.1754,-0.4323,0
20.08,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,0.1700,-0.4323,0
20.28,-0.0100,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1690,-0.4323,0
20.49,-0.0100,-0.0300,0.0000,-0.0300,-0.0000,-0.0297,0.1690,-0.4346,0
20.69,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.0300,0.1690,-0.4406,0
20.89,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.0182,0.1690,-0.4440,0
21.09,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1690,-0.4461,0
21.29,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1690,-0.4461,0
21.50,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.0200,0.1690,-0.4482,0
21.70,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0002,0.1690,-0.4518,0
21.90,-0.0000,-0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1690,-0.4518,0
22.10,-0.0000,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1690,-0.4518,0
22.30,0.0200,0.1000,0.0200,0.1000,-0.0000,0.0698,0.1690,-0.4457,0
22.50,0.0300,0.2300,0.0300,0.2300,-0.0000,0.1898,0.1690,-0.4231,0
22.70,0.0400,0.3500,0.0400,0.3500,-0.0000,0.3106,0.1690,-0.3763,1
22.90,0.0200,0.3800,0.0200,0.3800,-0.0000,0.3768,0.1690,-0.3054,0
23.11,-0.0000,0.3300,0.0000,0.3400,-0.0000,0.3495,0.1690,-0.2195,0
23.31,-0.0000,0.2200,0.0000,0.2400,-0.0000,0.2746,0.1690,-0.1608,0
23.51,-0.0000,0.1500,0.0000,0.1600,-0.0000,0.1778,0.1690,-0.1170,0
23.71,-0.0000,0.0700,0.0000,0.0700,-0.0000,0.0942,0.1690,-0.0890,0
23.91,-0.0000,-0.0000,0.0000,0.0000,-0.0000,0.0002,0.1690,-0.0803,0
24.11,0.0100,-0.0200,0.0000,-0.0200,-0.0000,-0.0200,0.1690,-0.0814,0
24.32,0.0200,-0.0100,0.0200,0.0000,0.0200,-0.0000,0.1717,-0.0827,0
24.52,-0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0827,0
24.72,-0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0827,0
24.92,-0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0827,0
25.13,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.0180,0.1727,-0.0830,0
25.33,-0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0002,0.1727,-0.0866,0
25.53,-0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
25.73,-0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
25.93,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
26.13,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
26.34,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
26.54,-0.0000,-0.0000,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
26.74,-0.0100,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0866,0
26.95,-0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0020,0.1727,-0.0882,0
27.15,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.0200,0.1727,-0.0891,0
27.35,-0.0000,-0.0100,0.0000,0.0000,0.0000,-0.0000,0.1727,-0.0911,0
27.56,-0.0200,-0.0000,-0.0200,0.0000,-0.0180,-0.0000,0.1724,-0.0911,0
27.76,-0.0300,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,0.1675,-0.0911,0
27.96,-0.0100,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1638,-0.0911,0
28.16,0.0100,0.0100,0.0000,0.0000,-0.0000,-0.0000,0.1638,-0.0911,0
28.36,-0.0100,-0.0000,0.0000,0.0000,-0.0000,-0.0000,0.1638,-0.0911,0
28.56,-0.0300,-0.0000,-0.0300,0.0000,-0.0282,-0.0000,0.1608,-0.0911,0
28.77,-0.0400,-0.0000,-0.0400,0.0000,-0.0400,-0.0000,0.1543,-0.0911,0
28.97,-0.0200,-0.0000,-0.0200,0.0000,-0.0300,-0.0000,0.1465,-0.0911,0
29.17,-0.0200,0.0100,-0.0200,0.0000,-0.0200,-0.0000,0.1426,-0.0911,0
29.37,-0.0400,0.0100,-0.0400,0.0000,-0.0400,-0.0000,0.1366,-0.0911,0
29.58,-0.0300,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,0.1290,-0.0911,0
29.78,-0.0400,-0.0000,-0.0400,0.0000,-0.0400,-0.0000,0.1208,-0.0911,0
29.98,-0.0600,-0.0000,-0.0600,0.0000,-0.0499,-0.0000,0.1131,-0.0911,0
30.18,-0.0600,-0.0000,-0.0600,0.0000,-0.0600,-0.0000,0.1000,-0.0911,0
30.39,-0.0800,0.0100,-0.0800,0.0000,-0.0678,-0.0000,0.0877,-0.0911,0
30.59,-0.0700,0.0100,-0.0700,0.0000,-0.0790,-0.0000,0.0729,-0.0911,0
30.79,-0.0800,-0.0000,-0.0800,0.0000,-0.0799,-0.0000,0.0577,-0.0911,0
30.99,-0.0800,-0.0000,-0.0800,0.0000,-0.0800,-0.0000,0.0407,-0.0911,0
31.19,-0.0800,-0.0000,-0.0800,0.0000,-0.0800,-0.0000,0.0257,-0.0911,0
31.39,-0.0700,-0.0000,-0.0700,0.0000,-0.0708,-0.0000,0.0092,-0.0911,0
31.59,-0.0700,-0.0000,-0.0700,0.0000,-0.0700,-0.0000,-0.0040,-0.0911,0
31.80,-0.0600,-0.0000,-0.0600,0.0000,-0.0605,-0.0000,-0.0181,-0.0911,0
32.00,-0.0600,-0.0000,-0.0600,0.0000,-0.0600,-0.0000,-0.0296,-0.0911,0
32.20,-0.0500,-0.0000,-0.0500,0.0000,-0.0503,-0.0000,-0.0427,-0.0911,0
32.41,-0.0500,-0.0000,-0.0500,0.0000,-0.0500,-0.0000,-0.0521,-0.0911,0
32.61,-0.0500,-0.0000,-0.0500,0.0000,-0.0500,-0.0000,-0.0620,-0.0911,0
32.81,-0.0400,-0.0000,-0.0400,0.0000,-0.0425,-0.0000,-0.0722,-0.0911,0
33.01,-0.0400,-0.0000,-0.0400,0.0000,-0.0400,-0.0000,-0.0802,-0.0911,0
33.21,-0.0400,-0.0000,-0.0400,0.0000,-0.0400,-0.0000,-0.0883,-0.0911,0
33.42,-0.0400,-0.0000,-0.0400,0.0000,-0.0400,-0.0000,-0.0962,-0.0911,0
33.62,-0.0300,-0.0000,-0.0300,0.0000,-0.0303,-0.0000,-0.1036,-0.0911,0
33.82,-0.0300,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,-0.1094,-0.0911,0
34.03,-0.0300,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,-0.1157,-0.0911,0
34.23,-0.0300,-0.0000,-0.0300,0.0000,-0.0300,-0.0000,-0.1218,-0.0911,0
34.43,-0.0300,-0.0000,-0.0300,0.0000,-0.0283,-0.0000,-0.1273,-0.0911,0
34.64,-0.0300,-0.0000,-0.0300,0.0000,-0.0200,-0.0000,-0.1329,-0.0911,0
34.84,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.1372,-0.0911,0
35.04,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.1413,-0.0911,0
35.25,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.1453,-0.0911,0
35.45,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,-0.0000,-0.1491,-0.0911,0
35.65,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1531,-0.0911,0
35.85,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1571,-0.0911,0
36.05,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1611,-0.0911,0
36.26,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1652,-0.0911,0
36.46,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1697,-0.0911,0
36.66,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1736,-0.0911,0
36.87,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1775,-0.0911,0
37.07,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1814,-0.0911,0
37.27,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1855,-0.0911,0
37.47,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1895,-0.0911,0
37.68,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1937,-0.0911,0
37.88,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.1979,-0.0911,0
38.08,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2020,-0.0911,0
38.28,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2059,-0.0911,0
38.49,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2100,-0.0911,0
38.69,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2139,-0.0911,0
38.89,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2181,-0.0911,0
39.09,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2219,-0.0911,0
39.30,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2259,-0.0911,0
39.50,-0.0100,-0.0000,0.0000,0.0000,-0.0200,0.0000,-0.2302,-0.0911,0
39.70,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2338,-0.0911,0
39.90,-0.0200,-0.0000,-0.0200,0.0000,-0.0200,0.0000,-0.2378,-0.0911,0
